Approved_symbol	Previous_symbols	Gene_group_ID	NCBI_Gene_ID
TEC		741|1457|682	7006
TECPR1			25851
TECPR2	KIAA0329		9895
TECR	SC2|GPSN2	1691|1967	9524
TECRL		1967	253017
TECRP1			442777
TECRP2			391696
TECTA	DFNA12|DFNA8|DFNB21		7007
TECTB		1691	6975
TEDC1	C14orf80		283643
TEDC2	C16orf59	1691	80178
TEDC2-AS1		1987	729652
TEDDM1			127670
TEDDM2P	TEDDM1P1		127671
TEDDM3P			391600
TEF		1248	7008
TEFM	C17orf42		79736
TEK	VMCM	471|594|321|555	7010
TEKT1		949	83659
TEKT2		949	27285
TEKT3		949	64518
TEKT4		949	150483
TEKT4P1			727768
TEKT4P2	MAFIPL		100132288
TEKT4P3			100873355
TEKT5		949	146279
TEKTIP1	C19orf71		100128569
TEKTL1	CCDC105		126402
TELAB1			<NA>
TELO2		1320|1492	9894
TEN1	C17orf106	1343	100134934
TEN1-CDK3			100529145
TENM1	ODZ3|TNM|ODZ1	2150	10178
TENM2	ODZ2	2150	57451
TENM2-AS1		1987	101927862
TENM3	ODZ3	2150|1691	55714
TENM3-AS1		1987	90768
TENM3-AS2	TEMN3-AS1	1987	105377573
TENM4	ODZ4	1691|2150	26011
TENT2	PAPD4	1619|1318	167153
TENT4A	POLS|PAPD7	1619|1318	11044
TENT4B	PAPD5	1619|1318	64282
TENT5A	C6orf37|FAM46A	1619	55603
TENT5B	FAM46B	1619	115572
TENT5C	FAM46C	1619	54855
TENT5C-DT		1990	100996263
TENT5D	FAM46D	1619	169966
TEP1		362	7011
TEPSIN	C17orf56|ENTHD2		146705
TERB1	CCDC79	1492|532	283847
TERB2	C15orf43		145645
TERC			7012
TERF1	TRBF1	532|1334	7013
TERF1P1	TERF1P		348567
TERF1P2			646359
TERF1P3			646316
TERF1P4			648283
TERF1P5			283523
TERF1P6			100287965
TERF1P7			646127
TERF1P8			<NA>
TERF2	TRBF2	1334|532	7014
TERF2IP		1334	54386
TERF2IPP1			644899
TERLR1		1992	101928857
TERT			7015
TES		1218	26136
TESC		863	54997
TESC-AS1		1987	101928244
TESHL	LINC01921	1992	101928327
TESK1		1691|1617	7016
TESK2		1617	10420
TESMIN	MTL5		9633
TESPA1	KIAA0748		9840
TET1	CXXC6	2049|136	80312
TET1P1	CXXC6P1		441662
TET2	KIAA1546	2049	54790
TET2-AS1		1987	<NA>
TET3		136|2049	200424
TEX2			55852
TEX4			<NA>
TEX9			374618
TEX10		1301|1492	54881
TEX11			56159
TEX12			56158
TEX13A		89	56157
TEX13B			56156
TEX13C			100129520
TEX13D			100132015
TEX14		403	56155
TEX14BP	LINC01529		644050
TEX15			56154
TEX16P			100499435
TEX19			400629
TEX21P			441687
TEX22			647310
TEX26	C13orf26		122046
TEX26-AS1	LINC00447	1987	100507064
TEX28	CXorf2		1527
TEX28P1			728447
TEX28P2			653363
TEX28P3			102030688
TEX29	C13orf16		121793
TEX30	C13orf27		93081
TEX35	C1orf49		84066
TEX36	C10orf122		387718
TEX36-AS1		1987	100169752
TEX38	C1orf223|ATPAF1-AS1		374973
TEX41		1992	401014
TEX44	C2orf57		165100
TEX46	C1orf234		729059
TEX47	C7orf62		219557
TEX48			100505478
TEX50			730159
TEX51			101929926
TEX52			101929469
TEX53			105376230
TEX54			111216277
TEX55	C3orf30		152405
TEX56P	C6orf201		404220
TEX101		1226	83639
TEX101P1			<NA>
TEX261			113419
TEX264			51368
TF		908	7018
TFAM	TCF6|TCF6L2	2289	7019
TFAMP1	TCF6L1		260341
TFAMP2	TCF6L3		260340
TFAP2A	TFAP2|AP2TF	2048	7020
TFAP2A-AS1		1987	100130275
TFAP2A-AS2		1987	<NA>
TFAP2B		2048	7021
TFAP2C		2048	7022
TFAP2D	TFAP2BL1	2048	83741
TFAP2E		2048	339488
TFAP2E-AS1		1987	105378645
TFAP4		420	7023
TFB1M		2061	51106
TFB2M		2289|2061	64216
TFB2MP1			442155
TFCOUP1			<NA>
TFCOUP2			<NA>
TFCP2			7024
TFCP2L1			29842
TFDP1		2280|987	7027
TFDP1P1	TFDP1P		391158
TFDP1P2			441488
TFDP1P3			390617
TFDP2		987|2280	7029
TFDP3		987|2280	51270
TFE3		420	7030
TFEB		420	7942
TFEC		420	22797
TFF1	BCEI		7031
TFF2	SML1		7032
TFF3			7033
TFG			10342
TFGP1			100128379
TFIP11		579|1507	24144
TFIP11-DT		1990	100507599
TFNR			<NA>
TFPI	LACI		7035
TFPI2			7980
TFPI2-DT		1990	105375401
TFPT		595	29844
TFR2		1444	7036
TFRC		1444|471	7037
TG			7038
TGCT1			<NA>
TGDS		743	23483
TGFA			7039
TGFA-IT1		1989	<NA>
TGFB1	TGFB|DPD1	1664	7040
TGFB1I1		1218	7041
TGFB2		1664	7042
TGFB2-AS1		1987	728463
TGFB2-OT1		1988	103611157
TGFB3	ARVD1|ARVD	1664	7043
TGFB3-AS1		1987	<NA>
TGFB4			<NA>
TGFBI	CSD3|LCD1|CSD1|CSD2		7045
TGFBR1	MSSE|ESS1	345	7046
TGFBR1P1			100421483
TGFBR2	MFS2	346	7048
TGFBR3		570	7049
TGFBR3L			100507588
TGFBRAP1		1532	9392
TGFBRAP1-AS1		1987	<NA>
TGFBRE			<NA>
TGIF1	HPE4|TGIF	526	7050
TGIF1P1		526	126052
TGIF2		526	60436
TGIF2-RAB5IF	TGIF2-C20orf24		100527943
TGIF2LX		526	90316
TGIF2LY		526	90655
TGIF2P1		526	126826
TGIF2P2			<NA>
TGIF2P3			<NA>
TGIF2P4			<NA>
TGM1	ICR2	773	7051
TGM2		773	7052
TGM3		773	7053
TGM4		773	7047
TGM5		773	9333
TGM6	TGM3L	773	343641
TGM7		773	116179
TGOLN2			10618
TGS1	NCOA6IP	2059	96764
TH			7054
TH2LCRR		1992	101927761
THA1P			390816
THADA		409	63892
THAP1	DYT6	65	55145
THAP2		65	83591
THAP3		65	90326
THAP3P1			100129138
THAP4		65	51078
THAP5		65	168451
THAP5P1			285872
THAP5P2			100129618
THAP6		65	152815
THAP7		65	80764
THAP7-AS1		1987	439931
THAP8		65	199745
THAP9		65	79725
THAP9-AS1		1987	100499177
THAP10		65	56906
THAP11		65	57215
THAP12	PRKRIR	65	5612
THAP12P1	PRKRIRP1		728748
THAP12P2	PRKRIRP2		100422711
THAP12P3	PRKRIRP3		399774
THAP12P4	PRKRIRP4		100129382
THAP12P5	PRKRIRP5		100129074
THAP12P6	PRKRIRP6		100128764
THAP12P7	PRKRIRP7		100422712
THAP12P8	PRKRIRP8		645939
THAP12P9	PRKRIRP9		100131309
THAP12P10	PRKRIRP10		100422715
THAS			<NA>
THBD		1298|471	7056
THBS1		2231	7057
THBS1-AS1		1987	<NA>
THBS1-IT1		1989	<NA>
THBS2		2231	7058
THBS2-AS1		1987	101929523
THBS3		2231	7059
THBS3-AS1		1987	105371450
THBS4		2231	7060
THBS4-AS1		1987	101929215
THC			<NA>
THC2			<NA>
THEM4		1832	117145
THEM4P1			677880
THEM5		1832	284486
THEM6	C8orf55	1832	51337
THEM7P		1832	<NA>
THEMIS	C6orf207|C6orf190|TSEPA		387357
THEMIS2	C1orf38		9473
THEMIS3P			100420484
THG1L			54974
THM			<NA>
THNSL1			79896
THNSL2			55258
THOC1		770	9984
THOC1-DT		1990	<NA>
THOC2	CXorf3|MRX12|MRX35	770	57187
THOC3		770|362	84321
THOC3-AS1		1987	105377745
THOC5	C22orf19	770	8563
THOC6	WDR58	362|770	79228
THOC7		770	80145
THOC7-AS1		1987	<NA>
THOP1		1438	7064
THOP2			<NA>
THORLNC		1992	<NA>
THPO	MGDF	542	7066
THRA	THRA1|THRA2|ERBA1	2070	7067
THRA2			<NA>
THRAL			<NA>
THRAP3		1504|1420	9967
THRAP3P1	THRAP3L		391524
THRAP3P2			100421632
THRAP3P3			100421595
THRB	ERBA2|PRTH	2070	7068
THRB-AS1		1987	644990
THRB-AS2		1987	101927854
THRB-IT1		1989	<NA>
THRIL		1992	102659353
THRSP	LPGP1		7069
THSD1			55901
THSD1P1	THSD1P		374500
THSD4		947	79875
THSD4-AS1		1987	101929196
THSD4-AS2		1987	101929173
THSD7A			221981
THSD7B			80731
THSD8			111644133
THTPA			79178
THUMPD1			55623
THUMPD1P1			391276
THUMPD2	C2orf8	2059	80745
THUMPD3		2059	25917
THUMPD3-AS1	SETD5-AS1	1987	440944
THUMPD3P1			100419989
THY1		1410|594|471	7070
THY1-AS1		1987	<NA>
THYN1			29087
TIA1		725	7072
TIAF1			<NA>
TIAL1		725	7073
TIAL1P1			100422449
TIALD		1992	105370035
TIAM1		1220|682|722	7074
TIAM1-AS1		1987	150051
TIAM2		722|1220|682	26230
TIC1			<NA>
TICAM1		1296	148022
TICAM2		1296	353376
TICAM2-AS1		1987	101927100
TICRR	C15orf42		90381
TIE1	TIE	555|321|594	7075
TIFA			92610
TIFAB			497189
TIGAR	C12orf5	1073	57103
TIGD1		1691|1415|533	200765
TIGD2		1415|533	166815
TIGD3		1415|533	220359
TIGD4		1415|533	201798
TIGD5		1415|533	84948
TIGD6		1415|533	81789
TIGD7		1415|533	91151
TIGIT	VSIG9|VSTM3	590	201633
TIGM1			<NA>
TILRLS		1992	<NA>
TIMD4		590	91937
TIMELESS			8914
TIMM8A	DFN1		1678
TIMM8AP1	TIMM8AP		399520
TIMM8B			26521
TIMM8BP1			<NA>
TIMM8BP2			<NA>
TIMM9		1337	26520
TIMM9P1			<NA>
TIMM9P2			<NA>
TIMM9P3			<NA>
TIMM10		1337	26519
TIMM10B	FXC1	1337	26515
TIMM13	TIMM13B		26517
TIMM13A			<NA>
TIMM17A		1857|1552	10440
TIMM17B		1857|1552	10245
TIMM17BP1			390298
TIMM21	C18orf55	1552	29090
TIMM22	TEX4	1857|1337	29928
TIMM23		1835|1857|1552	100287932
TIMM23B		1835|1552	100652748
TIMM23B-AGAP6	LINC00843		113218477
TIMM29	C19orf52	1337	90580
TIMM44		1552	10469
TIMM50		1041	92609
TIMMDC1	C3orf1	1857|645	51300
TIMMDC1-DT		1990	<NA>
TIMP1	TIMP|CLGI	892	7076
TIMP2		892	7077
TIMP3	SFD	892	7078
TIMP4		892	7079
TINAG		2109	27283
TINAG-AS1		1987	107986605
TINAGL1	LCN7	2109	64129
TINCR	PLAC2		257000
TINF2		1334	26277
TIPARP		684	25976
TIPARP-AS1		1987	100287227
TIPIN		1835	54962
TIPINP1			100125392
TIPINP2			100125393
TIPRL		1265	261726
TIRAP		1296	114609
TIRAP-AS1		1987	105369557
TITF2			<NA>
TJAP1	TJP4		93643
TJAP1P1			392539
TJP1		1220|2313|904	7082
TJP1P1	TJP1P		64730
TJP2	DFNA51	904|1220	9414
TJP3		1220|904	27134
TK1		1699	7083
TK2		1699	7084
TKC			<NA>
TKCR	TKC		<NA>
TKFC	DAK		26007
TKT			7086
TKTL1			8277
TKTL2			84076
TLCD1		1374	116238
TLCD2		1374	727910
TLCD3A	FAM57A	1374	79850
TLCD3B	FAM57B	1374	83723
TLCD4	TMEM56	1374	148534
TLCD4-RWDD3	TMEM56-RWDD3		100527978
TLCD5	TMEM136	1374	219902
TLCN			<NA>
TLDC2	C20orf118	2055	140711
TLE1		1680|362|1677	7088
TLE1-DT		1990	101927502
TLE1P1			645381
TLE2		362|1677|1680	7089
TLE3		1680|362|1677|1691	7090
TLE4		362|1677|1680	7091
TLE5	AES	1680	166
TLE6		1684|1680|362	79816
TLE7		362|1680	102723796
TLK1			9874
TLK1P1	TLK1P		100129793
TLK2			11011
TLK2P1			646202
TLK2P2			553121
TLL1		894	7092
TLL2		894	7093
TLN1	TLN	1691|1293	7094
TLN2		1691|1293	83660
TLNRD1	MESDC1		59274
TLR1		948|471	7096
TLR2		471|948	7097
TLR3		948|471	7098
TLR4		471|948	7099
TLR5	SLEB1	948	7100
TLR6		948|471	10333
TLR7		948	51284
TLR8		948|471	51311
TLR8-AS1		1987	349408
TLR9		471|948|1632	54106
TLR10		948|471	81793
TLR12P			100131451
TLX			<NA>
TLX1	TCL3|HOX11	519	3195
TLX1NB		1992	100038246
TLX2	HOX11L1	519	3196
TLX3	HOX11L2	519	30012
TM2D1			83941
TM2D2			83877
TM2D3			80213
TM4SF1	M3S1		4071
TM4SF1-AS1		1987	100874091
TM4SF4			7104
TM4SF5			9032
TM4SF18			116441
TM4SF18-AS1		1987	<NA>
TM4SF19			116211
TM4SF19-AS1		1987	100874214
TM4SF19-DYNLT2B	TM4SF19-TCTEX1D2		100534611
TM4SF20			79853
TM6SF1			53346
TM6SF2			53345
TM7SF2			7108
TM7SF3			51768
TM9SF1		1239	10548
TM9SF2		1239	9375
TM9SF3		1239	56889
TM9SF4		1239	9777
TM9SF5P			100420958
TMA7	CCDC72		51372
TMA7B			112268293
TMA16	C4orf43		55319
TMA16P1			100101405
TMA16P2			100101407
TMBIM1		1215	64114
TMBIM4		1215	51643
TMBIM6	TEGT	1215	7009
TMBIM7P		1215	105375396
TMC1	DFNA36|DFNB7|DFNB11	1135	117531
TMC2	C20orf145	1135	117532
TMC3		1135	342125
TMC3-AS1		1987	101929655
TMC4		1135	147798
TMC5		1135	79838
TMC6	EVER1|TNRC6C-AS1	1135	11322
TMC7		1135	79905
TMC8	EVER2	1135	147138
TMCC1		774	23023
TMCC1-DT	TMCC1-AS1	1990	100507032
TMCC1P1	TMCC1P		100128132
TMCC2		774	9911
TMCC2-AS1		1987	101929459
TMCC3		774|1691	57458
TMCO1	TMCC4		54499
TMCO1-AS1		1987	100147773
TMCO2			127391
TMCO3	C13orf11		55002
TMCO4			255104
TMCO5A	TMCO5		145942
TMCO5B			100652857
TMCO6		1492	55374
TMDD1	C12orf81		112163659
TMED1		1064	11018
TMED2		1064	10959
TMED2-DT		1990	101927415
TMED2P1			100421730
TMED3	C15orf22	1064	23423
TMED4		1064	222068
TMED5		1064	50999
TMED6		1064	146456
TMED7		1064	51014
TMED7-TICAM2			100302736
TMED8	FAM15B	1062	283578
TMED9		1064	54732
TMED10		1064	10972
TMED10P1	TMED10P		286102
TMED10P2			100129727
TMED11P		1064	<NA>
TMEFF1	C9orf2		8577
TMEFF2			23671
TMEM6			<NA>
TMEM8B	C9orf127|LINC00950	1957	51754
TMEM9			252839
TMEM9B	C11orf15		56674
TMEM9B-AS1	C11orf18	1987	493900
TMEM11	C17orf35		8834
TMEM11-DT		1990	107984969
TMEM13			<NA>
TMEM14A		2219	28978
TMEM14B		2219	81853
TMEM14B-DT		1990	<NA>
TMEM14C	C6orf53	2219	51522
TMEM14DP	TMEM14D	2219	645203
TMEM14EP	TMEM14E	2219	645843
TMEM17			200728
TMEM18			129787
TMEM18-DT		1990	105373354
TMEM19			55266
TMEM25		592	84866
TMEM26			219623
TMEM26-AS1		1987	101928781
TMEM30A	C6orf67		55754
TMEM30A-DT		1990	100506804
TMEM30B			161291
TMEM30BP1			101928242
TMEM30CP	TMEM30C		644444
TMEM31			203562
TMEM33			55161
TMEM35A	TMEM35		59353
TMEM35B	ZMYM6NB		100506144
TMEM37			140738
TMEM38A			79041
TMEM38B	C9orf87		55151
TMEM38BP1			100131216
TMEM39A			55254
TMEM39B		1691	55116
TMEM40			55287
TMEM41A			90407
TMEM41B			440026
TMEM42		1691	131616
TMEM43	ARVD5		79188
TMEM44			93109
TMEM44-AS1		1987	100507297
TMEM44-AS2		1987	<NA>
TMEM45A			55076
TMEM45B			120224
TMEM47	TM4SF10		83604
TMEM50A			23585
TMEM50B	C21orf4		757
TMEM51	C1orf72		55092
TMEM51-AS1	C1orf126	1987	200197
TMEM51-AS2	C1orf195	1987	727684
TMEM52			339456
TMEM52B	C12orf59		120939
TMEM53			79639
TMEM54			113452
TMEM59	C1orf8		9528
TMEM59L	C19orf4		25789
TMEM60	C7orf35		85025
TMEM61			199964
TMEM62			80021
TMEM63A	KIAA0792		9725
TMEM63B	C6orf110		55362
TMEM63C	C14orf171		57156
TMEM64			169200
TMEM65			157378
TMEM67	MKS3	1545	91147
TMEM68			137695
TMEM69	C1orf154		51249
TMEM69P1			100127982
TMEM69P2			100419853
TMEM70		645	54968
TMEM71			137835
TMEM72	C10orf127		643236
TMEM72-AS1		1987	220980
TMEM74			157753
TMEM74B	C20orf46		55321
TMEM78			677790
TMEM79			84283
TMEM80			283232
TMEM81		594	388730
TMEM82			388595
TMEM86A			144110
TMEM86B			255043
TMEM87A		310	25963
TMEM87B		310	84910
TMEM88			92162
TMEM88B			643965
TMEM89			440955
TMEM91		1600	641649
TMEM92			162461
TMEM92-AS1		1987	<NA>
TMEM94	KIAA0195	1691	9772
TMEM95			339168
TMEM97			27346
TMEM97P1			<NA>
TMEM97P2			724059
TMEM98			26022
TMEM100			55273
TMEM101			84336
TMEM102			284114
TMEM104		2188	54868
TMEM105		1992	284186
TMEM106A			113277
TMEM106B			54664
TMEM106C			79022
TMEM107			84314
TMEM108			66000
TMEM108-AS1		1987	101927455
TMEM109			79073
TMEM109-DT		1990	105369323
TMEM114			283953
TMEM115		926	11070
TMEM116			89894
TMEM117			84216
TMEM119			338773
TMEM120A			83862
TMEM120B			144404
TMEM121			80757
TMEM121B	CECR6		27439
TMEM123			114908
TMEM123-DT		1990	101928424
TMEM125			128218
TMEM126A		645	84233
TMEM126B		1387	55863
TMEM127			55654
TMEM128			85013
TMEM129			92305
TMEM130			222865
TMEM131			23505
TMEM131L	KIAA0922		23240
TMEM132A	HSPA5BP1		54972
TMEM132B			114795
TMEM132C		1691|694	92293
TMEM132D		694	121256
TMEM132D-AS1		1987	283352
TMEM132D-AS2		1987	101927735
TMEM132E			124842
TMEM132E-DT	C17orf102	1990	400591
TMEM133			<NA>
TMEM134			80194
TMEM135		1857	65084
TMEM137			<NA>
TMEM138			51524
TMEM139			135932
TMEM139-AS1		1987	105375545
TMEM140			55281
TMEM141			85014
TMEM143			55260
TMEM144			55314
TMEM145			284339
TMEM147			10430
TMEM147-AS1		1987	100506469
TMEM150A	TMEM150		129303
TMEM150B	TMEM224		284417
TMEM150C			441027
TMEM151A	TMEM151		256472
TMEM151B	C6orf137|TMEM193		441151
TMEM154			201799
TMEM155			<NA>
TMEM156			80008
TMEM158			25907
TMEM160			54958
TMEM161A			54929
TMEM161B			153396
TMEM161B-DT	TMEM161B-AS1	1990	100505894
TMEM161BP1			646360
TMEM163		2181	81615
TMEM164		1691	84187
TMEM165		2213	55858
TMEM167A	TMEM167		153339
TMEM167AP1			360028
TMEM167AP2			100129118
TMEM167B	C1orf119		56900
TMEM167B-DT		1990	105378892
TMEM168			64418
TMEM169			92691
TMEM170A	TMEM170		124491
TMEM170B			100113407
TMEM171			134285
TMEM174			134288
TMEM175			84286
TMEM176A		958	55365
TMEM176B		958	28959
TMEM177		645	80775
TMEM178A	TMEM178		130733
TMEM178B			100507421
TMEM179	C14orf90		388021
TMEM179B		1691	374395
TMEM181	KIAA1423|GPR178	1691	57583
TMEM182			130827
TMEM183A	C1orf37		92703
TMEM183AP1			100048909
TMEM183AP2			646616
TMEM183AP3			388104
TMEM183AP4			100287335
TMEM183AP5			100130326
TMEM183AP6			100286958
TMEM183BP	TMEM183B		653659
TMEM184A		2274	202915
TMEM184B	C22orf5	2274	25829
TMEM184B-AS1		1987	<NA>
TMEM184C	TMEM34	2274	55751
TMEM184C-DT		1990	<NA>
TMEM184CP1			100129133
TMEM185A	CXorf13|FAM11A|FRAXF		84548
TMEM185AP1	TMEM185AL		100506205
TMEM185B	FAM11B		79134
TMEM186	C16orf51	1387|645	25880
TMEM187	CXorf12	1691	8269
TMEM190			147744
TMEM191A			84222
TMEM191B			728229
TMEM191C			645426
TMEM192			201931
TMEM196			256130
TMEM198			130612
TMEM198B			440104
TMEM199	C17orf32	1691	147007
TMEM200A	KIAA1913		114801
TMEM200B			399474
TMEM200C			645369
TMEM201			199953
TMEM202			338949
TMEM202-AS1		1987	105370888
TMEM203			94107
TMEM204	C16orf30		79652
TMEM205			374882
TMEM207			131920
TMEM208			29100
TMEM209			84928
TMEM210			100505993
TMEM212			389177
TMEM212-AS1		1987	<NA>
TMEM212-IT1		1989	<NA>
TMEM213			155006
TMEM214			54867
TMEM215			401498
TMEM216	CORS2|MKS2		51259
TMEM217	C6orf128		221468
TMEM217B			<NA>
TMEM218			219854
TMEM219			124446
TMEM220			388335
TMEM220-AS1		1987	101101775
TMEM221			100130519
TMEM222	C1orf160		84065
TMEM223		645	79064
TMEM225		694	338661
TMEM225B			100289187
TMEM229A			730130
TMEM229B	C14orf83		161145
TMEM229BP1			<NA>
TMEM230	C20orf30		29058
TMEM230P1			<NA>
TMEM230P2			642975
TMEM231		1545	79583
TMEM231P1			100420067
TMEM232		1691	642987
TMEM233		1600	387890
TMEM234	C1orf91		56063
TMEM235			283999
TMEM236	FAM23B|FAM23A		653567
TMEM237	ALS2CR4		65062
TMEM238			388564
TMEM238L	LINC00675		100289255
TMEM239			100288797
TMEM240	C1orf70|SCA21		339453
TMEM241	C18orf45	2186	85019
TMEM242	C6orf35	645	729515
TMEM242-DT		1990	<NA>
TMEM243	C7orf23		79161
TMEM244	C6orf191		253582
TMEM245	C9orf5	1691	23731
TMEM246-AS1		1987	101928470
TMEM247			388946
TMEM248	C7orf42		55069
TMEM248P1			645841
TMEM249			340393
TMEM250	C9orf69		90120
TMEM252	C9orf71		169693
TMEM252-DT		1990	105376072
TMEM253	NCRNA00220|C14orf95|C14orf176		643382
TMEM254	C10orf57		80195
TMEM254-AS1		1987	219347
TMEM255A	FAM70A		55026
TMEM255B	FAM70B		348013
TMEM256	C17orf61		254863
TMEM256-PLSCR3			100529211
TMEM256P1			645269
TMEM256P2			<NA>
TMEM257	CXorf1		<NA>
TMEM258	C11orf10	445|1691	746
TMEM258P1			100288935
TMEM258P2			100506400
TMEM259	C19orf6		91304
TMEM260	C14orf101		54916
TMEM262			100130348
TMEM263	C12orf23		90488
TMEM263-DT		1990	<NA>
TMEM265			100862671
TMEM266	C15orf27		123591
TMEM267	C5orf28		64417
TMEM268	C9orf91		203197
TMEM269			100129924
TMEM269-DT	C1orf50-AS1	1990	105378683
TMEM270	WBSCR28		135886
TMEM271			112441426
TMEM272	NCRNA00282|LINC00282		283521
TMEM273	C10orf128		170371
TMEM274P			113391335
TMEM275			105378696
TMEM276			84773
TMEM276-ZFTRAF1			157542
TMEM277P	LINC01869		284365
TMF1		1084|1691	7110
TMF1P1			106480320
TMIE	DFNB6		259236
TMIGD1	TMIGD	593	388364
TMIGD2		594	126259
TMIGD3			57413
TMLHE			55217
TMLHE-AS1		1987	100507404
TMLHEP1			553939
TMOD1	D9S57E|TMOD	1140	7111
TMOD2		1140	29767
TMOD3		1140	29766
TMOD4		1140	29765
TMPO		1087	7112
TMPO-AS1		1987	100128191
TMPOP1	TMPOL1		100129772
TMPOP2			100533619
TMPPE			643853
TMPRSS2		1404|2020	7113
TMPRSS3	DFNB10|DFNB8	1404|2020	64699
TMPRSS4		1404|2020	56649
TMPRSS5		1404|2020	80975
TMPRSS6		2020	164656
TMPRSS7		2020	344805
TMPRSS9		2020	360200
TMPRSS11A		2020	339967
TMPRSS11B		2020	132724
TMPRSS11BNL			401136
TMPRSS11CP			<NA>
TMPRSS11D		2020	9407
TMPRSS11E	TMPRSS11E2	2020	28983
TMPRSS11E2			<NA>
TMPRSS11F		2020	389208
TMPRSS11GP			644759
TMPRSS12		2020	283471
TMPRSS13	TMPRSS11	1404|2020	84000
TMPRSS15	PRSS7	1404|2020	5651
TMSB4			<NA>
TMSB4L			<NA>
TMSB4X	TMSB4		7114
TMSB4XP1	TMSL1		7115
TMSB4XP2	TMSL2		7116
TMSB4XP3			<NA>
TMSB4XP4	TMSL4		7118
TMSB4XP5	TMSL5		7119
TMSB4XP6	TMSB4L|TMSL6		7120
TMSB4XP7	TMSL7		7121
TMSB4XP8	TMSL3		7117
TMSB4Y		870	9087
TMSB10			9168
TMSB10P1			100506723
TMSB10P2			<NA>
TMSB15A	TMSL8		11013
TMSB15B			286527
TMSB15B-AS1		1987	100128594
TMSB15C			122394733
TMT1A	METTL7A	2063	25840
TMT1AP1	METTL7AP1		100996686
TMT1B	METTL7B	2063	196410
TMTC1		769|1918	83857
TMTC2		769|1918	160335
TMTC3		769|1918	160418
TMTC4		769|1918	84899
TMUB1	C7orf21		83590
TMUB2			79089
TMVCF			<NA>
TMX1	TXNDC|TXNDC1	1883|692	81542
TMX1P1			100101126
TMX1P2			100101127
TMX2	TXNDC14	692|1883	51075
TMX2-CTNND1			100528016
TMX2P1			100233198
TMX3	TXNDC10	1883|692	54495
TMX4	TXNDC13	1883|692	56255
TMX4-AS1		1987	105372520
TNC	HXB|DFNA56	1983	3371
TNF	TNFA	781	7124
TNFA			<NA>
TNFAIP1	EDP1	861	7126
TNFAIP2			7127
TNFAIP3		669|2285	7128
TNFAIP5			<NA>
TNFAIP6		1691	7130
TNFAIP7			<NA>
TNFAIP8			25816
TNFAIP8L1			126282
TNFAIP8L2			79626
TNFAIP8L3			388121
TNFB			<NA>
TNFC			<NA>
TNFR1			<NA>
TNFR2			<NA>
TNFRSF1A	TNFR1	782|471	7132
TNFRSF1B	TNFR2	471|782|1691	7133
TNFRSF4	TXGP1L	782|471	7293
TNFRSF5			<NA>
TNFRSF6B		782	8771
TNFRSF8	CD30|D1S166E	471|782	943
TNFRSF9	ILA	782|471	3604
TNFRSF10A		471|782	8797
TNFRSF10A-AS1		1987	<NA>
TNFRSF10A-DT		1990	389641
TNFRSF10B		782|471	8795
TNFRSF10B-AS1		1987	286059
TNFRSF10C		471|782	8794
TNFRSF10D		782|471	8793
TNFRSF11A	PDB2|LOH18CR1	471|782	8792
TNFRSF11B	OPG	782	4982
TNFRSF12A		782|471	51330
TNFRSF12L			<NA>
TNFRSF13B		471|782	23495
TNFRSF13C		782|471	115650
TNFRSF14		782|471	8764
TNFRSF14-AS1		1987	115110
TNFRSF17	BCMA	471|782	608
TNFRSF18		782|471	8784
TNFRSF19		782	55504
TNFRSF21		471|782	27242
TNFRSF25	TNFRSF12	782	8718
TNFSF3L			<NA>
TNFSF4	TXGP1	781|471	7292
TNFSF5			<NA>
TNFSF8	CD30LG	781|471	944
TNFSF9		781	8744
TNFSF10		471|781	8743
TNFSF11		781|471	8600
TNFSF12		781	8742
TNFSF12-TNFSF13			407977
TNFSF13		781|471	8741
TNFSF13B	TNFSF20	471|781	10673
TNFSF14		781|471	8740
TNFSF15		781	9966
TNFSF18		781	8995
TNFSF20			<NA>
TNIK		1691	23043
TNIP1			10318
TNIP2			79155
TNIP2P1			100132831
TNIP3			79931
TNK1		1643	8711
TNK2		1691|1643	10188
TNK2-AS1		1987	100128262
TNKS		760|403|1691|684	8658
TNKS1BP1		1023	85456
TNKS2		684|760|403	80351
TNKS2-DT	TNKS2-AS1	1990	100507633
TNM			<NA>
TNMD		457	64102
TNN		1983	63923
TNNC1	TNNC	1219|863	7134
TNNC2		1491|863|1219	7125
TNNI1		1219	7135
TNNI2	AMCD2B	1219	7136
TNNI3	CMD2A	1219	7137
TNNI3K		403	51086
TNNT1		1219	7138
TNNT2	CMH2|CMD1D	1219	7139
TNNT3		1219	7140
TNP1			7141
TNP2			7142
TNPO1	KPNB2	1492|596|1691	3842
TNPO1-DT	LINC02056	1990	121232377
TNPO1P1			100418919
TNPO1P2			252968
TNPO1P3			339257
TNPO2		1835|1492|596	30000
TNPO3	LGMD1F	1492|596	23534
TNPO3P1			100131029
TNPO3P2			100418898
TNR		1983	7143
TNR-IT1		1989	<NA>
TNR1			<NA>
TNRC3			<NA>
TNRC6A	TNRC6	2051	27327
TNRC6B		1492|2051	23112
TNRC6B-DT		1990	114841040
TNRC6C		2051	57690
TNRC6C-AS1			<NA>
TNRC7			<NA>
TNRC8	TNRC8		<NA>
TNRC10			<NA>
TNRC13			<NA>
TNRC17		1992	27321
TNRC18			84629
