Approved_symbol	Chromosome	NCBI_Gene_ID	Chromosome_number	Arm_name	Region_name	Chromosome_arm
IPO5P1	19p12	100132815	19	p	12	19p
IPO7	11p15.4	10527	11	p	15.4	11p
IPO7P1	Xp11.22	100129708	X	p	11.22	Xp
IPO7P2	13q12.12	100128337	13	q	12.12	13q
IPO8	12p11.21	10526	12	p	11.21	12p
IPO8P1	1q32.2	100418819	1	q	32.2	1q
IPO9	1q32.1	55705	1	q	32.1	1q
IPO9-AS1	1q32.1	100873949	1	q	32.1	1q
IPO11	5q12.1	51194	5	q	12.1	5q
IPO13	1p34.1	9670	1	p	34.1	1p
IPP	1p34.1	3652	1	p	34.1	1p
IPPK	9q22.31	64768	9	q	22.31	9q
IPW	15q11.2	3653	15	q	11.2	15q
IQANK1	8q24.3	642574	8	q	24.3	8q
IQCA1	2q37.2-q37.3	79781	2	q	37.2	2q
IQCA1L	7q36.1	392843	7	q	36.1	7q
IQCB1	3q13.33	9657	3	q	13.33	3q
IQCB2P	6p22.1	340192	6	p	22.1	6p
IQCC	1p35.2	55721	1	p	35.2	1p
IQCD	12q24.13	115811	12	q	24.13	12q
IQCE	7p22.3	23288	7	p	22.3	7p
IQCF1	3p21.2	132141	3	p	21.2	3p
IQCF2	3p21.2	389123	3	p	21.2	3p
IQCF3	3p21.2	401067	3	p	21.2	3p
IQCF4P	3p21.2	100506840	3	p	21.2	3p
IQCF5	3p21.2	389124	3	p	21.2	3p
IQCF5-AS1	3p21.2	101928999	3	p	21.2	3p
IQCF6	3p21.2	440956	3	p	21.2	3p
IQCG	3q29	84223	3	q	29	3q
IQCH	15q23	64799	15	q	23	15q
IQCH-AS1	15q23	100506686	15	q	23	15q
IQCJ	3q25.32	654502	3	q	25.32	3q
IQCJ-SCHIP1	3q25.32-q25.33	100505385	3	q	25.32	3q
IQCJ-SCHIP1-AS1	3q25.33	100874433	3	q	25.33	3q
IQCK	16p12.3	124152	16	p	12.3	16p
IQCM	4q31.23	285423	4	q	31.23	4q
IQCN	19p13.11	80726	19	p	13.11	19p
IQGAP1	15q26.1	8826	15	q	26.1	15q
IQGAP2	5q13.3	10788	5	q	13.3	5q
IQGAP3	1q22	128239	1	q	22	1q
IQSEC1	3p25.2	9922	3	p	25.2	3p
IQSEC2	Xp11.22	23096	X	p	11.22	Xp
IQSEC3	12p13.33	440073	12	p	13.33	12p
IQSEC3-AS1	12p13.33	105369592	12	p	13.33	12p
IQSEC3-AS2	12p13.33	105369593	12	p	13.33	12p
IQSEC3P1	12p13.33	100132450	12	p	13.33	12p
IQSEC3P2	12p13.2	100130073	12	p	13.2	12p
IQSEC3P3	20q13.33	728056	20	q	13.33	20q
IQUB	7q31.32	154865	7	q	31.32	7q
IRAG1	11p15.4	10335	11	p	15.4	11p
IRAG1-AS1	11p15.4	100129827	11	p	15.4	11p
IRAG2	12p12.1	4033	12	p	12.1	12p
IRAIN	15q26.3	104472848	15	q	26.3	15q
IRAK1	Xq28	3654	X	q	28	Xq
IRAK1BP1	6q14.1	134728	6	q	14.1	6q
IRAK2	3p25.3	3656	3	p	25.3	3p
IRAK3	12q14.3	11213	12	q	14.3	12q
IRAK4	12q12	51135	12	q	12	12q
IREB2	15q25.1	3658	15	q	25.1	15q
IRF1	5q31.1	3659	5	q	31.1	5q
IRF2	4q35.1	3660	4	q	35.1	4q
IRF2BP1	19q13.32	26145	19	q	13.32	19q
IRF2BP2	1q42.3	359948	1	q	42.3	1q
IRF2BPL	14q24.3	64207	14	q	24.3	14q
IRF3	19q13.33	3661	19	q	13.33	19q
IRF4	6p25.3	3662	6	p	25.3	6p
IRF5	7q32.1	3663	7	q	32.1	7q
IRF5P1	8q22.1	100420406	8	q	22.1	8q
IRF6	1q32.2	3664	1	q	32.2	1q
IRF7	11p15.5	3665	11	p	15.5	11p
IRF8	16q24.1	3394	16	q	24.1	16q
IRF9	14q12	10379	14	q	12	14q
IRGC	19q13.31	56269	19	q	13.31	19q
IRGM	5q33.1	345611	5	q	33.1	5q
IRGQ	19q13.31	126298	19	q	13.31	19q
IRS1	2q36.3	3667	2	q	36.3	2q
IRS2	13q34	8660	13	q	34	13q
IRS3P	7q22.1	442338	7	q	22.1	7q
IRS4	Xq22.3	8471	X	q	22.3	Xq
IRS4-AS1	Xq22.3	101928358	X	q	22.3	Xq
IRX1	5p15.33	79192	5	p	15.33	5p
IRX1P1	13q12.12	646390	13	q	12.12	13q
IRX2	5p15.33	153572	5	p	15.33	5p
IRX2-DT	5p15.33	153571	5	p	15.33	5p
IRX3	16q12.2	79191	16	q	12.2	16q
IRX4	5p15.33	50805	5	p	15.33	5p
IRX4-AS1	5p15.33	101929056	5	p	15.33	5p
IRX4P1	18p11.22	100009671	18	p	11.22	18p
IRX5	16q12.2	10265	16	q	12.2	16q
IRX6	16q12.2	79190	16	q	12.2	16q
ISCA1	9q21.33	81689	9	q	21.33	9q
ISCA1P1	5q12.1	389293	5	q	12.1	5q
ISCA1P2	1q42.13	100288517	1	q	42.13	1q
ISCA1P3	17q22	100131092	17	q	22	17q
ISCA1P4	15q15.1	100128012	15	q	15.1	15q
ISCA1P5	19p13.11	100288250	19	p	13.11	19p
ISCA1P6	2q14.3	100130549	2	q	14.3	2q
ISCA1P7	19p12	100422298	19	p	12	19p
ISCA2	14q24.3	122961	14	q	24.3	14q
ISCA2P1	22q12.1	100287193	22	q	12.1	22q
ISCU	12q23.3	23479	12	q	23.3	12q
ISCUP1	1q24.2	100462833	1	q	24.2	1q
ISG15	1p36.33	9636	1	p	36.33	1p
ISG20	15q26.1	3669	15	q	26.1	15q
ISG20L2	1q23.1	81875	1	q	23.1	1q
ISG20L2P1	6p22.3	100128365	6	p	22.3	6p
ISG20L2P2	11q23.2	100421976	11	q	23.2	11q
ISL1	5q11.1	3670	5	q	11.1	5q
ISL1-DT	5q11.1	642366	5	q	11.1	5q
ISL2	15q24.3	64843	15	q	24.3	15q
ISLR	15q24.1	3671	15	q	24.1	15q
ISLR2	15q24.1	57611	15	q	24.1	15q
ISM1	20p12.1	140862	20	p	12.1	20p
ISM1-AS1	20p12.1	100505536	20	p	12.1	20p
ISM2	14q24.3	145501	14	q	24.3	14q
ISOC1	5q23.3	51015	5	q	23.3	5q
ISOC2	19q13.42	79763	19	q	13.42	19q
IST1	16q22.2	9798	16	q	22.2	16q
ISX	22q12.3	91464	22	q	12.3	22q
ISY1	3q21.3	57461	3	q	21.3	3q
ISY1-RAB43	3q21.3	100534599	3	q	21.3	3q
ISYNA1	19p13.11	51477	19	p	13.11	19p
ITCH	20q11.22	83737	20	q	11.22	20q
ITFG1	16q12.1	81533	16	q	12.1	16q
ITFG1-AS1	16q12.1	101927102	16	q	12.1	16q
ITFG2	12p13.33	55846	12	p	13.33	12p
ITFG2-AS1	12p13.33	283440	12	p	13.33	12p
ITGA1	5q11.2	3672	5	q	11.2	5q
ITGA2	5q11.2	3673	5	q	11.2	5q
ITGA2B	17q21.31	3674	17	q	21.31	17q
ITGA3	17q21.33	3675	17	q	21.33	17q
ITGA4	2q31.3	3676	2	q	31.3	2q
ITGA5	12q13.13	3678	12	q	13.13	12q
ITGA6	2q31.1	3655	2	q	31.1	2q
ITGA7	12q13.2	3679	12	q	13.2	12q
ITGA8	10p13	8516	10	p	13	10p
ITGA9	3p22.2	3680	3	p	22.2	3p
ITGA9-AS1	3p22.2	101928153	3	p	22.2	3p
ITGA10	1q21.1	8515	1	q	21.1	1q
ITGA11	15q23	22801	15	q	23	15q
ITGAD	16p11.2	3681	16	p	11.2	16p
ITGAE	17p13.2	3682	17	p	13.2	17p
ITGAL	16p11.2	3683	16	p	11.2	16p
ITGAM	16p11.2	3684	16	p	11.2	16p
ITGAV	2q32.1	3685	2	q	32.1	2q
ITGAX	16p11.2	3687	16	p	11.2	16p
ITGB1	10p11.22	3688	10	p	11.22	10p
ITGB1-DT	10p11.22	101929475	10	p	11.22	10p
ITGB1BP1	2p25.1	9270	2	p	25.1	2p
ITGB1BP2	Xq13.1	26548	X	q	13.1	Xq
ITGB1P1	19p13.12	100422691	19	p	13.12	19p
ITGB2	21q22.3	3689	21	q	22.3	21q
ITGB2-AS1	21q22.3	100505746	21	q	22.3	21q
ITGB3	17q21.32	3690	17	q	21.32	17q
ITGB3BP	1p31.3	23421	1	p	31.3	1p
ITGB4	17q25.1	3691	17	q	25.1	17q
ITGB5	3q21.2	3693	3	q	21.2	3q
ITGB6	2q24.2	3694	2	q	24.2	2q
ITGB7	12q13.13	3695	12	q	13.13	12q
ITGB8	7p21.1	3696	7	p	21.1	7p
ITGB8-AS1	7p21.1	101927811	7	p	21.1	7p
ITGBL1	13q33.1	9358	13	q	33.1	13q
ITIH1	3p21.1	3697	3	p	21.1	3p
ITIH2	10p14	3698	10	p	14	10p
ITIH3	3p21.1	3699	3	p	21.1	3p
ITIH4	3p21.1	3700	3	p	21.1	3p
ITIH5	10p14	80760	10	p	14	10p
ITIH6	Xp11.22	347365	X	p	11.22	Xp
ITK	5q33.3	3702	5	q	33.3	5q
ITLN1	1q23.3	55600	1	q	23.3	1q
ITLN2	1q23.3	142683	1	q	23.3	1q
ITM2A	Xq21.1	9452	X	q	21.1	Xq
ITM2B	13q14.2	9445	13	q	14.2	13q
ITM2BP1	17q11.2	100420308	17	q	11.2	17q
ITM2C	2q37.1	81618	2	q	37.1	2q
ITPA	20p13	3704	20	p	13	20p
ITPK1	14q32.12	3705	14	q	32.12	14q
ITPK1-AS1	14q32.12	319085	14	q	32.12	14q
ITPK1P1	Xp11.3	100421108	X	p	11.3	Xp
ITPKA	15q15.1	3706	15	q	15.1	15q
ITPKB	1q42.12	3707	1	q	42.12	1q
ITPKB-IT1	1q42.12	100506443	1	q	42.12	1q
ITPKC	19q13.2	80271	19	q	13.2	19q
ITPR1	3p26.1	3708	3	p	26.1	3p
ITPR1-DT	3p26.1	100996539	3	p	26.1	3p
ITPR2	12p11.23	3709	12	p	11.23	12p
ITPR3	6p21.31	3710	6	p	21.31	6p
ITPR3-AS1	6p21.31	101929188	6	p	21.31	6p
ITPRID1	7p14.3	223075	7	p	14.3	7p
ITPRID2	2q31.3	6744	2	q	31.3	2q
ITPRIP	10q25.1	85450	10	q	25.1	10q
ITPRIP-AS1	10q25.1	101927472	10	q	25.1	10q
ITPRIPL1	2q11.2	150771	2	q	11.2	2q
ITPRIPL2	16p12.3	162073	16	p	12.3	16p
ITSN1	21q22.11	6453	21	q	22.11	21q
ITSN2	2p23.3	50618	2	p	23.3	2p
IUR1	11q13.4	105369381	11	q	13.4	11q
IVD	15q15.1	3712	15	q	15.1	15q
IVL	1q21.3	3713	1	q	21.3	1q
IVNS1ABP	1q25.3	10625	1	q	25.3	1q
IWS1	2q14.3	55677	2	q	14.3	2q
IYD	6q25.1	389434	6	q	25.1	6q
IZUMO1	19q13.33	284359	19	q	13.33	19q
IZUMO1R	11q21	390243	11	q	21	11q
IZUMO2	19q13.33	126123	19	q	13.33	19q
IZUMO3	9p21.3	100129669	9	p	21.3	9p
IZUMO4	19p13.3	113177	19	p	13.3	19p
JADE1	4q28.2	79960	4	q	28.2	4q
JADE2	5q31.1	23338	5	q	31.1	5q
JADE3	Xp11.3	9767	X	p	11.3	Xp
JADRR	4q28.2	101669763	4	q	28.2	4q
JAG1	20p12.2	182	20	p	12.2	20p
JAG2	14q32.33	3714	14	q	32.33	14q
JAGN1	3p25.3	84522	3	p	25.3	3p
JAK1	1p31.3	3716	1	p	31.3	1p
JAK2	9p24.1	3717	9	p	24.1	9p
JAK3	19p13.11	3718	19	p	13.11	19p
JAKMIP1	4p16.1	152789	4	p	16.1	4p
JAKMIP1-DT	4p16.1	285484	4	p	16.1	4p
JAKMIP2	5q32	9832	5	q	32	5q
JAKMIP2-AS1	5q32	153469	5	q	32	5q
JAKMIP3	10q26.3	282973	10	q	26.3	10q
JAKMIP3-AS1	10q26.3	105378567	10	q	26.3	10q
JAM2	21q21.3	58494	21	q	21.3	21q
JAM3	11q25	83700	11	q	25	11q
JAML	11q23.3	120425	11	q	23.3	11q
JARID2	6p22.3	3720	6	p	22.3	6p
JARID2-AS1	6p22.3	100506681	6	p	22.3	6p
JAZF1	7p15.2-p15.1	221895	7	p	15.2	7p
JAZF1-AS1	7p15.1	100128081	7	p	15.1	7p
JCAD	10p11.23	57608	10	p	11.23	10p
JCADP1	21q22.2	729056	21	q	22.2	21q
JCHAIN	4q13.3	3512	4	q	13.3	4q
JCHAINP1	8q21.2	3513	8	q	21.2	8q
JDP2	14q24.3	122953	14	q	24.3	14q
JDP2-AS1	14q24.3	101928377	14	q	24.3	14q
JHY	11q24.1	79864	11	q	24.1	11q
JKAMP	14q23.1	51528	14	q	23.1	14q
JKAMPP1	9p23	100049717	9	p	23	9p
JMJD1C	10q21.3	221037	10	q	21.3	10q
JMJD1C-AS1	10q21.3	84989	10	q	21.3	10q
JMJD1C-AS2	10q21.3	105378330	10	q	21.3	10q
JMJD4	1q42.13	65094	1	q	42.13	1q
JMJD4P1	3q21.3	100130760	3	q	21.3	3q
JMJD6	17q25.1	23210	17	q	25.1	17q
JMJD7	15q15.1	100137047	15	q	15.1	15q
JMJD7-PLA2G4B	15q15.1	8681	15	q	15.1	15q
JMJD8	16p13.3	339123	16	p	13.3	16p
JMY	5q14.1	133746	5	q	14.1	5q
JOSD1	22q13.1	9929	22	q	13.1	22q
JOSD2	19q13.33	126119	19	q	13.33	19q
JPH1	8q21.11	56704	8	q	21.11	8q
JPH2	20q13.12	57158	20	q	13.12	20q
JPH3	16q24.2	57338	16	q	24.2	16q
JPH4	14q11.2	84502	14	q	11.2	14q
JPT1	17q25.1	51155	17	q	25.1	17q
JPT1P1	2q31.1	100130171	2	q	31.1	2q
JPT2	16p13.3	90861	16	p	13.3	16p
JPX	Xq13.2	554203	X	q	13.2	Xq
JRK	8q24.3	8629	8	q	24.3	8q
JRKL	11q21	8690	11	q	21	11q
JSRP1	19p13.3	126306	19	p	13.3	19p
JTB	1q21.3	10899	1	q	21.3	1q
JUN	1p32.1	3725	1	p	32.1	1p
JUN-DT	1p32.1	100131060	1	p	32.1	1p
JUNB	19p13.13	3726	19	p	13.13	19p
JUND	19p13.11	3727	19	p	13.11	19p
JUP	17q21.2	3728	17	q	21.2	17q
KAAG1	6p22.3	353219	6	p	22.3	6p
KALRN	3q21.1-q21.2	8997	3	q	21.1	3q
KANK1	9p24.3	23189	9	p	24.3	9p
KANK1P1	20p12.3	100862705	20	p	12.3	20p
KANK2	19p13.2	25959	19	p	13.2	19p
KANK3	19p13.2	256949	19	p	13.2	19p
KANK4	1p31.3	163782	1	p	31.3	1p
KANSL1	17q21.31	284058	17	q	21.31	17q
KANSL1-AS1	17q21.31	644246	17	q	21.31	17q
KANSL1L	2q34	151050	2	q	34	2q
KANSL1L-AS1	2q34	101928020	2	q	34	2q
KANSL2	12q13.11	54934	12	q	13.11	12q
KANSL3	2q11.2	55683	2	q	11.2	2q
KANTR	Xp11.22	102723508	X	p	11.22	Xp
KARS1	16q23.1	3735	16	q	23.1	16q
KARS1P1	13q14.11	100419558	13	q	14.11	13q
KARS1P2	13q34	100419560	13	q	34	13q
KARS1P3	16q22.1	100132079	16	q	22.1	16q
KASH5	19q13.33	147872	19	q	13.33	19q
KAT2A	17q21.2	2648	17	q	21.2	17q
KAT2B	3p24.3	8850	3	p	24.3	3p
KAT5	11q13.1	10524	11	q	13.1	11q
KAT6A	8p11.21	7994	8	p	11.21	8p
KAT6A-AS1	8p11.21	105379393	8	p	11.21	8p
KAT6B	10q22.2	23522	10	q	22.2	10q
KAT7	17q21.33	11143	17	q	21.33	17q
KAT7P1	Xq21.33	648927	X	q	21.33	Xq
KAT8	16p11.2	84148	16	p	11.2	16p
KAT14	20p11.23	57325	20	p	11.23	20p
KATNA1	6q25.1	11104	6	q	25.1	6q
KATNAL1	13q12.3	84056	13	q	12.3	13q
KATNAL2	18q21.1	83473	18	q	21.1	18q
KATNB1	16q21	10300	16	q	21	16q
KATNBL1	15q14	79768	15	q	14	15q
KATNBL1P1	13q12.2	100420919	13	q	12.2	13q
KATNBL1P2	1p21.3	100130235	1	p	21.3	1p
KATNBL1P3	18p11.32	100420946	18	p	11.32	18p
KATNBL1P4	5q11.2	100128982	5	q	11.2	5q
KATNBL1P5	6p22.2	100420841	6	p	22.2	6p
KATNBL1P6	6q24.3	729176	6	q	24.3	6q
KATNIP	16p12.1	23247	16	p	12.1	16p
KAZALD1	10q24.31	81621	10	q	24.31	10q
KAZN	1p36.21	23254	1	p	36.21	1p
KBTBD2	7p14.3	25948	7	p	14.3	7p
KBTBD3	11q22.3	143879	11	q	22.3	11q
KBTBD4	11p11.2	55709	11	p	11.2	11p
KBTBD6	13q14.11	89890	13	q	14.11	13q
KBTBD6-DT	13q14.11	101929140	13	q	14.11	13q
KBTBD7	13q14.11	84078	13	q	14.11	13q
KBTBD8	3p14.1	84541	3	p	14.1	3p
KBTBD11	8p23.3	9920	8	p	23.3	8p
KBTBD11-AS1	8p23.3	101928058	8	p	23.3	8p
KBTBD12	3q21.3	166348	3	q	21.3	3q
KBTBD13	15q22.31	390594	15	q	22.31	15q
KCMF1	2p11.2	56888	2	p	11.2	2p
KCNA1	12p13.32	3736	12	p	13.32	12p
KCNA2	1p13.3	3737	1	p	13.3	1p
KCNA3	1p13.3	3738	1	p	13.3	1p
KCNA4	11p14.1	3739	11	p	14.1	11p
KCNA5	12p13.32	3741	12	p	13.32	12p
KCNA6	12p13.32	3742	12	p	13.32	12p
KCNA7	19q13.33	3743	19	q	13.33	19q
KCNA10	1p13.3	3744	1	p	13.3	1p
KCNAB1	3q25.31	7881	3	q	25.31	3q
KCNAB2	1p36.31	8514	1	p	36.31	1p
KCNAB3	17p13.1	9196	17	p	13.1	17p
KCNB1	20q13.13	3745	20	q	13.13	20q
KCNB2	8q21.11	9312	8	q	21.11	8q
KCNC1	11p15.1	3746	11	p	15.1	11p
KCNC2	12q21.1	3747	12	q	21.1	12q
KCNC3	19q13.33	3748	19	q	13.33	19q
KCNC4	1p13.3	3749	1	p	13.3	1p
KCNC4-DT	1p13.3	100873974	1	p	13.3	1p
KCND1	Xp11.23	3750	X	p	11.23	Xp
KCND2	7q31.31	3751	7	q	31.31	7q
KCND3	1p13.2	3752	1	p	13.2	1p
KCNE1	21q22.12	3753	21	q	22.12	21q
KCNE2	21q22.11	9992	21	q	22.11	21q
KCNE3	11q13.4	10008	11	q	13.4	11q
KCNE4	2q36.1	23704	2	q	36.1	2q
KCNE5	Xq23	23630	X	q	23	Xq
KCNF1	2p25.1	3754	2	p	25.1	2p
KCNG1	20q13.13	3755	20	q	13.13	20q
KCNG2	18q23	26251	18	q	23	18q
KCNG3	2p21	170850	2	p	21	2p
KCNG4	16q24.1	93107	16	q	24.1	16q
KCNH1	1q32.2	3756	1	q	32.2	1q
KCNH2	7q36.1	3757	7	q	36.1	7q
KCNH3	12q13.12	23416	12	q	13.12	12q
KCNH4	17q21.2	23415	17	q	21.2	17q
KCNH5	14q23.2	27133	14	q	23.2	14q
KCNH6	17q23.3	81033	17	q	23.3	17q
KCNH7	2q24.2	90134	2	q	24.2	2q
KCNH7-AS1	2q24.2	101929570	2	q	24.2	2q
KCNH8	3p24.3	131096	3	p	24.3	3p
KCNIP1	5q35.1	30820	5	q	35.1	5q
KCNIP1-AS1	5q35.1	105377716	5	q	35.1	5q
KCNIP1-OT1	5q35.1	101928033	5	q	35.1	5q
KCNIP2	10q24.32	30819	10	q	24.32	10q
KCNIP2-AS1	10q24.32	100289509	10	q	24.32	10q
KCNIP3	2q11.1	30818	2	q	11.1	2q
KCNIP4	4p15.31-p15.2	80333	4	p	15.31	4p
KCNIP4-IT1	4p15.2	359822	4	p	15.2	4p
KCNJ1	11q24.3	3758	11	q	24.3	11q
KCNJ2	17q24.3	3759	17	q	24.3	17q
KCNJ2-AS1	17q24.3	400617	17	q	24.3	17q
KCNJ3	2q24.1	3760	2	q	24.1	2q
KCNJ4	22q13.1	3761	22	q	13.1	22q
KCNJ5	11q24.3	3762	11	q	24.3	11q
KCNJ5-AS1	11q24.3	219833	11	q	24.3	11q
KCNJ6	21q22.13	3763	21	q	22.13	21q
KCNJ8	12p12.1	3764	12	p	12.1	12p
KCNJ9	1q23.2	3765	1	q	23.2	1q
KCNJ10	1q23.2	3766	1	q	23.2	1q
KCNJ11	11p15.1	3767	11	p	15.1	11p
KCNJ12	17p11.2	3768	17	p	11.2	17p
KCNJ13	2q37.1	3769	2	q	37.1	2q
KCNJ14	19q13.33	3770	19	q	13.33	19q
KCNJ15	21q22.13-q22.2	3772	21	q	22.13	21q
KCNJ16	17q24.3	3773	17	q	24.3	17q
KCNJ18	17p11.2	100134444	17	p	11.2	17p
KCNK1	1q42.2	3775	1	q	42.2	1q
KCNK2	1q41	3776	1	q	41	1q
KCNK3	2p23.3	3777	2	p	23.3	2p
KCNK4	11q13.1	50801	11	q	13.1	11q
KCNK4-CATSPERZ	11q13.1	106780802	11	q	13.1	11q
KCNK5	6p21.2	8645	6	p	21.2	6p
KCNK6	19q13.2	9424	19	q	13.2	19q
KCNK7	11q13.1	10089	11	q	13.1	11q
KCNK9	8q24.3	51305	8	q	24.3	8q
KCNK10	14q31.3	54207	14	q	31.3	14q
KCNK12	2p16.3	56660	2	p	16.3	2p
KCNK13	14q32.11	56659	14	q	32.11	14q
KCNK15	20q13.12	60598	20	q	13.12	20q
KCNK15-AS1	20q13.12	106144538	20	q	13.12	20q
KCNK16	6p21.2	83795	6	p	21.2	6p
KCNK17	6p21.2	89822	6	p	21.2	6p
KCNK18	10q25.3	338567	10	q	25.3	10q
KCNMA1	10q22.3	3778	10	q	22.3	10q
KCNMA1-AS1	10q22.3	101929328	10	q	22.3	10q
KCNMA1-AS2	10q22.3	101929310	10	q	22.3	10q
KCNMA1-AS3	10q22.3	101929286	10	q	22.3	10q
KCNMB1	5q35.1	3779	5	q	35.1	5q
KCNMB2	3q26.32	10242	3	q	26.32	3q
KCNMB3	3q26.32	27094	3	q	26.32	3q
KCNMB3P1	22q11.1	27093	22	q	11.1	22q
KCNMB4	12q15	27345	12	q	15	12q
KCNN1	19p13.11	3780	19	p	13.11	19p
KCNN2	5q22.3	3781	5	q	22.3	5q
KCNN3	1q21.3	3782	1	q	21.3	1q
KCNN4	19q13.31	3783	19	q	13.31	19q
KCNQ1	11p15.5-p15.4	3784	11	p	15.5	11p
KCNQ1-AS1	11p15.4	338653	11	p	15.4	11p
KCNQ1DN	11p15.4	55539	11	p	15.4	11p
KCNQ1OT1	11p15.5	10984	11	p	15.5	11p
KCNQ2	20q13.33	3785	20	q	13.33	20q
KCNQ2-AS1	20q13.33	105372720	20	q	13.33	20q
KCNQ3	8q24.22	3786	8	q	24.22	8q
KCNQ4	1p34.2	9132	1	p	34.2	1p
KCNQ5	6q13	56479	6	q	13	6q
KCNQ5-DT	6q13	112267960	6	q	13	6q
KCNQ5-IT1	6q13	100507381	6	q	13	6q
KCNRG	13q14.2	283518	13	q	14.2	13q
KCNS1	20q13.12	3787	20	q	13.12	20q
KCNS2	8q22.2	3788	8	q	22.2	8q
KCNS3	2p24.2	3790	2	p	24.2	2p
KCNT1	9q34.3	57582	9	q	34.3	9q
KCNT2	1q31.3	343450	1	q	31.3	1q
KCNU1	8p11.23	157855	8	p	11.23	8p
KCNV1	8q23.2	27012	8	q	23.2	8q
KCNV2	9p24.2	169522	9	p	24.2	9p
KCP	7q32.1	375616	7	q	32.1	7q
KCTD1	18q11.2	284252	18	q	11.2	18q
KCTD2	17q25.1	23510	17	q	25.1	17q
KCTD3	1q41	51133	1	q	41	1q
KCTD4	13q14.12-q14.13	386618	13	q	14.12	13q
KCTD5	16p13.3	54442	16	p	13.3	16p
KCTD5P1	2q37.3	100422094	2	q	37.3	2q
KCTD6	3p14.3	200845	3	p	14.3	3p
KCTD7	7q11.21	154881	7	q	11.21	7q
KCTD8	4p13	386617	4	p	13	4p
KCTD9	8p21.2	54793	8	p	21.2	8p
KCTD9P1	17p11.2	100422273	17	p	11.2	17p
KCTD9P2	Xq22.3	643535	X	q	22.3	Xq
KCTD9P3	9p13.2	647013	9	p	13.2	9p
KCTD9P4	11q23.1	100422242	11	q	23.1	11q
KCTD9P5	5p13.2	100422179	5	p	13.2	5p
KCTD9P6	8p12	642513	8	p	12	8p
KCTD10	12q24.11	83892	12	q	24.11	12q
KCTD10P1	9p21.1	100422230	9	p	21.1	9p
KCTD11	17p13.1	147040	17	p	13.1	17p
KCTD12	13q22.3	115207	13	q	22.3	13q
KCTD13	16p11.2	253980	16	p	11.2	16p
KCTD13-DT	16p11.2	107984836	16	p	11.2	16p
KCTD14	11q14.1	65987	11	q	14.1	11q
KCTD15	19q13.11	79047	19	q	13.11	19q
KCTD16	5q31.3	57528	5	q	31.3	5q
KCTD17	22q12.3	79734	22	q	12.3	22q
KCTD18	2q33.1	130535	2	q	33.1	2q
KCTD19	16q22.1	146212	16	q	22.1	16q
KCTD20	6p21.31	222658	6	p	21.31	6p
KCTD21	11q14.1	283219	11	q	14.1	11q
KCTD21-AS1	11q14.1	100289388	11	q	14.1	11q
KDELR1	19q13.33	10945	19	q	13.33	19q
KDELR2	7p22.1	11014	7	p	22.1	7p
KDELR3	22q13.1	11015	22	q	13.1	22q
KDF1	1p36.11	126695	1	p	36.11	1p
KDM1A	1p36.12	23028	1	p	36.12	1p
KDM1B	6p22.3	221656	6	p	22.3	6p
KDM2A	11q13.2	22992	11	q	13.2	11q
KDM2B	12q24.31	84678	12	q	24.31	12q
KDM2B-DT	12q24.31	101928346	12	q	24.31	12q
KDM3A	2p11.2	55818	2	p	11.2	2p
KDM3AP1	2q32.2	100420666	2	q	32.2	2q
KDM3B	5q31.2	51780	5	q	31.2	5q
KDM4A	1p34.2-p34.1	9682	1	p	34.2	1p
KDM4A-AS1	1p34.2-p34.1	100132774	1	p	34.2	1p
KDM4B	19p13.3	23030	19	p	13.3	19p
KDM4C	9p24.1	23081	9	p	24.1	9p
KDM4D	11q21	55693	11	q	21	11q
KDM4E	11q21	390245	11	q	21	11q
KDM4F	11q21	100129053	11	q	21	11q
KDM5A	12p13.33	5927	12	p	13.33	12p
KDM5B	1q32.1	10765	1	q	32.1	1q
KDM5C	Xp11.22	8242	X	p	11.22	Xp
KDM5D	Yq11.223	8284	Y	q	11.223	Yq
KDM5DP1	Yq11.223	359796	Y	q	11.223	Yq
KDM6A	Xp11.3	7403	X	p	11.3	Xp
KDM6B	17p13.1	23135	17	p	13.1	17p
KDM7A	7q34	80853	7	q	34	7q
KDM7A-DT	7q34	100134229	7	q	34	7q
KDM8	16p12.1	79831	16	p	12.1	16p
KDR	4q12	3791	4	q	12	4q
KDSR	18q21.33	2531	18	q	21.33	18q
KEAP1	19p13.2	9817	19	p	13.2	19p
KEL	7q34	3792	7	q	34	7q
KERA	12q21.33	11081	12	q	21.33	12q
KGD4	5q13.2	92259	5	q	13.2	5q
KHDC1	6q13	80759	6	q	13	6q
KHDC1L	6q13	100129128	6	q	13	6q
KHDC1P1	6q13	653194	6	q	13	6q
KHDC3L	6q13	154288	6	q	13	6q
KHDC4	1q22	22889	1	q	22	1q
KHDRBS1	1p35.2	10657	1	p	35.2	1p
KHDRBS2	6q11.1	202559	6	q	11.1	6q
KHDRBS3	8q24.23	10656	8	q	24.23	8q
KHK	2p23.3	3795	2	p	23.3	2p
KHNYN	14q12	23351	14	q	12	14q
KHSRP	19p13.3	8570	19	p	13.3	19p
KHSRPP1	9p21.3	402359	9	p	21.3	9p
KIAA0040	1q25.1	9674	1	q	25.1	1q
KIAA0087	7p15.2	9808	7	p	15.2	7p
KIAA0232	4p16.1	9778	4	p	16.1	4p
KIAA0319	6p22.3	9856	6	p	22.3	6p
KIAA0319L	1p34.3	79932	1	p	34.3	1p
