Symbol	ComplexName
HDAC10	HDAC10-PAX3-KAP1 complex
HDAC2	AJUBA-GFI1-HDAC2 complex|ALL-1 supercomplex|ATR-HDAC2 complex|ATR-HDAC2-CHD4 complex|Anti-HDAC2 complex|BHC complex|BHC110 complex|BRAF53-BRCA2 complex|BRCA1-HDAC1-HDAC2 complex|BRG1-SIN3A complex|BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I|BRM-SIN3A complex|BRM-SIN3A-HDAC complex|BRMS1-mSin3A corepressor complex|CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex|CDYL-complex|CoREST-HDAC complex|CoREST-HDAC2 complex|CtBP complex|CtBP core complex|DNTTIP1-ZNF541-HDAC1-HDAC2 complex|E2F1-HDAC2-PA2G4-RB1 complex|ESR1-CDK7-CCNH-MNAT1-MTA1-HDAC2 complex|HCF-1 complex|HDAC1-HDAC2-MIER1-MIER2 complex|HDAC2-MYCN-SP1 complex|HDAC2-asscociated core complex|ING2 complex|LARC complex (LCR-associated remodeling complex)|MAD1-mSin3A-HDAC2 complex|MBD3-NuRD complex|MTA1 complex|MTA1-HDAC core complex|MTA2 complex|MeCP1 complex|MeCP2-SIN3A-HDAC complex|Mi2/NuRD complex|MiDAC complex|NCOR-SIN3-HDAC-HESX1 complex|NCOR-SIN3-RPD3 complex|NCOR2 complex|NRD complex (Nucleosome remodeling and deacetylation complex)|NuRD.1 complex|PRC1.6a complex|PRC1.6b complex|SAP complex (Sin3-associated protein complex)|SIN3 complex|SIN3-HDAC-SAP30-ARID4 complex|SIN3-ING1b complex I|SIN3-ING1b complex II|SIN3-SAP25 complex|SIX3-LSD1-NuRD(MTA3) Complex|SNF2h-HDAC12 complex|SNF2h-cohesin-NuRD complex|TBX20-HDAC2 repressor complex|XFIM complex|anti-BHC110 complex|mSin3A corepressor complex|mSin3A-HDAC1-HDAC2 complex
HDAC3	AJUBA-GFI1-HDAC3 complex|AKT1-APPL1-HDAC3 complex|ANKRD11-HDAC3  complex|DTNBP1(1A)-HDAC3 complex|DTNBP1(1B)-HDAC3 complex|Emerin complex 32|Emerin regulatory complex|HDAC3-H1.3-SMRT-N-Cor complex|KAISO-NCOR complex|NCOR complex|NCOR-HDAC3 complex|NCOR1 complex|NCOR2 complex|SMRT complex|SMRT core complex
HDAC4	BCL6-HDAC4 complex|G protein complex (HDAC4, GNB1, GNG2)|HDAC4-ERK1 complex|HDAC4-ERK2 complex
HDAC5	BCL6-HDAC5 complex|G protein complex (HDAC5, GNB1, GNG2)
HDAC6	AURKA-HDAC6 cilia-disassembly complex|CTNNB1-EP300-HADAC6-SUMO1-TCF4 complex|EXPH5-HDAC6-TM4SF5 complex
HDAC7	BCL6-HDAC7 complex
HDGF	CTNNB1-DDX5-HDGF complex|Emerin complex 52
HDLBP	DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex|Vigilin-DNA-PK-Ku antigen complex
HEG1	HEG1-KRIT1-RAP1B complex
HEPACAM	HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex
HEPH	HEPH-SLC40A1 complex
HERC1	TSC2-HERC1 complex|p532-Clathrin-HSP70 complex
HERC2	E6AP-HERC2-MAPK6-NEURL4 complex
HES1	CAMK2-delta-MASH1 promoter-coactivator complex|MASH1 promoter-coactivator complex
HESX1	HESX1-TLE1 complex|NCOR-SIN3-HDAC-HESX1 complex
HEXA	HEXA-HEXB complex
HEXB	HEXA-HEXB complex|HEXB homodimer complex
HEXIM1	7SK RNP complex|HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex|P-TEFb-7SKRNA-HEXIM1 complex
HEY2	HERP1/HEY2-NCOR-SIN3A complex
HFE	HFE-HJV-TFR2 complex
HGF	HGF-Met complex
HGS	CART complex|Protein-sorting ternary complex (EPS15, HGS, STAM1)|Protein-sorting ternary complex (EPS15, HGS, STAM2)|RIN1-STAM2-HRS complex|SIMPLE-HRS-STAM1 complex|SNARE complex (HGS, SNAP25, STX13)
HIC1	HIC1-PCL3L-PCR2 complex
HIF1A	ARNT-HIF1A complex|ARNTL-HIF1A complex|HIF1A-EGLN1-OS9 complex|HIF1A-EGLN3-OS9 complex|HIF1alpha-VHL-ElonginB-ElonginC complex|VEGF transcriptional complex|VHL-TBP1-HIF1A complex
HIGD1A	Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)
HINT1	HINT1-SP1 complex|HINT1-TIP60 complex|HINT1-UBC3-RBX1 complex
HIP1R	Hip1R-cortactin complex
HIPK2	AML1-HIPK2-p300 complex|Axin-p53-HIPK2 complex|DAXX-Axin-p53-HIPK2 complex|FHL2-p53-HIPK2 complex|NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex
HIRA	ASF1-interacting protein complex|Histone H3.3 complex|OGT-HIRA complex|Prohibitin-HIRA complex
HIVEP3	HIVEP3-RUNX2-WWP1 complex
HJURP	CENP-A nucleosomal complex|CENPA-histone H4-HJURP complex
HJV	HFE-HJV-TFR2 complex
HK1	ATF2-HK1-VDAC1 complex|HK1-VDAC1 complex
HLF	ARNT-HLF complex
HMG20A	LSD1 complex
HMG20B	17S U2 snRNP|Anti-HDAC2 complex|BHC complex|BHC110 complex|BRAF53-BRCA2 complex|CoREST-HDAC complex|LSD1 complex|anti-BHC110 complex
HMGB1	Casein kinase II-HMG1 complex|HMGB1-HMGB2-HSC70-ERP60-GAPDH complex
HMGB2	ANP32A-APEX1-HMG2-NME1-SET complex|HMGB1-HMGB2-HSC70-ERP60-GAPDH complex
HMMR	CD44-ERK1-ERK2-RHAMM complex|RHAMM-beta-catenin complex
HNF4A	HNF4A-SUB1 complex
HNRNPA0	Spliceosome, E complex
HNRNPA1	C complex spliceosome|Nop56p-associated pre-rRNA complex|Spliceosome, A complex|Spliceosome, E complex
HNRNPA2B1	C complex spliceosome|Spliceosome, A complex|Spliceosome, E complex|p23 protein complex
HNRNPA3	C complex spliceosome|Spliceosome, A complex
HNRNPAB	Spliceosome, A complex
HNRNPC	C complex spliceosome|LARC complex (LCR-associated remodeling complex)|Spliceosome, A complex|Spliceosome, E complex|Toposome
HNRNPD	AUF1(p45)-ZFP36 complex|EIF4G1-HSP70-HSPA8-HNRNPD-PABPC1 complex|HNRNPD (p37)-PIN1 complex|HNRNPD (p40)-PIN1 complex|HNRNPD (p42)-PIN1 complex|HNRNPD (p45)-PIN1 complex|HNRNPD(p45)-ZFP36L1 complex|HNRNPD(p45)-ZFP36L2 complex|Multiprotein bridging complex (translationally coupled mRNA turnover)|Spliceosome, E complex
HNRNPDL	Large Drosha complex
HNRNPF	C complex spliceosome|DCS complex (PTBP1, PTBP2, HNRPH1, HNRPF)|HNRPF-HNRPH1 complex|Spliceosome, E complex
HNRNPH1	C complex spliceosome|DCS complex|DCS complex (PTBP1, PTBP2, HNRPH1, HNRPF)|DGCR8 multiprotein complex|HNRPF-HNRPH1 complex|Large Drosha complex|Spliceosome, E complex
HNRNPK	C complex spliceosome|Emerin complex 25|Emerin complex 52|Spliceosome, A complex|Spliceosome, E complex
HNRNPL	Emerin complex 52|HNRNPL-SETD2 complex|Spliceosome, E complex
HNRNPM	C complex spliceosome|Large Drosha complex|Nop56p-associated pre-rRNA complex|Spliceosome, E complex
HNRNPR	C complex spliceosome|DGCR8 multiprotein complex|H2AX complex, isolated from cells without IR exposure|Spliceosome, A complex|Spliceosome, E complex
HNRNPU	Actin-ribonucleoprotein complex (GTF2F1, HNRNPU, POLR2A)|C complex spliceosome|DGCR8 multiprotein complex|Emerin complex 24|Emerin complex 52|HNRNPU-NR3C1 complex|IGF2BP1 complex|Large Drosha complex|Nop56p-associated pre-rRNA complex|SNW1 complex|Spliceosome, A complex|Spliceosome, E complex
HNRNPUL1	Large Drosha complex|Spliceosome, A complex
HOMER3	HOMER3-IP3R-TRPC1 complex
HOOK1	FHF complex|HOOK1-SHP2 complex|Hook1-Vps16 complex|Hook1-Vps18 complex|Hook1-Vps39 complex|Hook1-Vps41 complex
HOOK2	FHF complex|HOOK2-KCL3-LRGUK1-RIMBP3 complex|HOOK2-PAR3-Par6alpha-PKCiota complex|HOOK2-PCM1-RAB8A complex|Hook2-Vps16 complex|Hook2-Vps41 complex
HOOK3	FHF complex|Hook3-Vps16 complex|Hook3-Vps41 complex
HOXA9	HOXA9-MEIS1-PBX1 complex|HOXA9-MEIS1-PBX2 complex|HOXA9-MEIS1-PBX3 complex|SMAD6-HOXA9 complex
HOXB7	HOXB7-PBX2 complex
HOXC8	SMAD6-HOXC8 complex
HOXD10	HOXD10-MEIS1-PBX1 complex
HOXD4	HOXD4-MEIS1-PBX1 complex
HOXD9	HOXD9-MEIS1-PBX1 complex
HP	BCHE-HP complex
HPR	APOL1 complex A (APOL1, APOA1, HPR, C3)|APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)|BCHE-HPR complex
HPS1	BLOC-3 (biogenesis of lysosome-related organelles complex 3)
HPS3	BLOC-2 (biogenesis of lysosome-related organelles complex 2)|BLOC1-BLOC2 complex
HPS4	BLOC-3 (biogenesis of lysosome-related organelles complex 3)
HPS5	BLOC-2 (biogenesis of lysosome-related organelles complex 2)|BLOC1-BLOC2 complex
HPS6	BLOC-2 (biogenesis of lysosome-related organelles complex 2)|BLOC1-BLOC2 complex
HRAS	ABL2-HRAS-RIN1 complex|AURKA-HRAS-RAF1 complex|DGKZ-RASGRP1-HRAS complex|HRAS-IRAK1-IRAK2-TRAF6 complex|HRAS-PPP1CC-SHOC2 complex|RAF1-RAS complex, EGF induced
HRG	HRG-PLG complex|TPA-PLG-HRGP complex
HSD17B10	HSD17B10-TRMT10C complex|mtRNase P
HSD3B2	HSD3B2-TIMM23-TIMM50-TOMM22 complex
HSF1	HSF1-HSF2 complex|HSF1-IER5-PP2A complex|HSF1-YWHAE complex|HSF1\u2013PARP1\u2013PARP13 complex
HSF2	HSF1-HSF2 complex
HSP90AA1	AIPL1 chaperone complex|AKT1-CDC37-CDK4-HSPA1A-HSP90AA1-NR3C1-PPP5C-RAF1-TSC1-TSC2 complex|BAX-HSP90-IRF3-TOMM70 complex|CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex|CDC37-HSP90AA1-MAPK1-MAPK3-MAPK11 complex|CDC37-HSP90AB1-HSP90AA1-IKBKB-KIAA1967 complex|CHUK-HSP90-IKBKB-TOMM70 complex|CSK-HSP90AA1-HSPA8 complex|CXCR4-GDF5-HSPA8-HSP90AA1 complex|GSK3B-HSP90AA1-PKM2 complex|HCF-1 complex|HSP90-CIP1-FKBPL complex|HSP90-FKBP38-CAM-Ca(2+) complex|HSP90-IRF3-MAVS-TBK1-TOMM70 complex|HSP90-IRF3-TBK1 complex|HSP90-IRF3-TBK1-TOMM70 complex|HSP90-RIG-I complex|HSP90-TOMM70 complex|HSP90AA1-TSC1-TSC2 complex|Hsp90-p23 complex|ILK-HSP90-CDC37 complex|IRF3-HSP90-TBK1 complex|Kinase maturation complex 1|Kinase maturation complex 2|NMNAT2-HSP90 complex|NOS3-HSP90 complex, VEGF induced|NOS3-HSP90-AKT complex, VEGF induced|TNF-alpha/NF-kappa B signaling complex 10|TNF-alpha/NF-kappa B signaling complex 6|TNF-alpha/NF-kappa B signaling complex 7|TNF-alpha/NF-kappa B signaling complex 8
HSP90AB1	AGO2-DICER1-HSP90AB1-TARBP2 complex|CAPN1-HSP90AB1 complex|CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex|CDC37-HSP90AB1-HSP90AA1-IKBKB-KIAA1967 complex|HSP90-CDC37-LRRK2 complex|Kinase maturation complex 1|Kinase maturation complex 2|LRRK2-CHIP-HSP90 complex|P2X7 receptor signalling complex|TNF-alpha/NF-kappa B signaling complex 10|TNF-alpha/NF-kappa B signaling complex 6|TNF-alpha/NF-kappa B signaling complex 7|TNF-alpha/NF-kappa B signaling complex 8|TNF-alpha/NF-kappa B signaling complex 9|p38gamma-Hsp90-K-Ras complex
HSP90B1	HRD1 complex
HSPA1A	AIPL1 chaperone complex|AKT1-CDC37-CDK4-HSPA1A-HSP90AA1-NR3C1-PPP5C-RAF1-TSC1-TSC2 complex|BAG1-HSP70 complex|HSP70-BAG5-PARK2 complex|LSD1 complex|N-NOS-CHIP-HSP70-1 complex|P2X7 receptor signalling complex|Polycomb repressive complex 1 (PRC1, hPRC-H)|p532-Clathrin-HSP70 complex
HSPA1B	LSD1 complex
HSPA1L	CAMK4-HSPA1L-HSPA8-IQCG complex
HSPA2	ACR-HSPA2-PDIA6 complex|BAG2-HSPA2-NLRP14 complex|BAG6-HSPA2 complex
HSPA4	DNAJB1-HSPA4-HSPA8 complex|HCF-1 complex|HSP70-BAG5-PARK2 complex|Kinase maturation complex 1|MLL1-WDR5 complex|TLE1 corepressor complex (MASH1 promoter-corepressor complex)
HSPA5	CEN complex|DGCR8 multiprotein complex|H2AX complex I|H2AX complex II|H2AX complex, isolated from cells without IR exposure|HCF-1 complex|HRD1 complex|SNW1 complex
HSPA8	AIPL1 chaperone complex|BAG1-HSC70 complex|BAG1-HSPA8-STUB1 complex|BAG3-HSC70-HSPB8-CHIP complex|BCOR complex|CAMK4-HSPA1L-HSPA8-IQCG complex|CDC5L complex|CDC5L core complex|CDC5L-PRP19 complex|CEN complex|CSK-HSP90AA1-HSPA8 complex|CXCR4-GDF5-HSPA8-HSP90AA1 complex|DNAJB1-HSPA4-HSPA8 complex|DNAJB12-DNAJB14-HSPA8-SGTA complex|DNAJB14-HSPA1-HSPH8-SGTA complex|DNAJB2-HSPA8-PSMA3 complex|DNJC3-DNAJB1-HSPA8 complex|EIF4G1-HSP70-HSPA8-HNRNPD-PABPC1 complex|HCF-1 complex|HMGB1-HMGB2-HSC70-ERP60-GAPDH complex|HSPA8-HSPBP1-STUB1 complex|HSPA8-PA2G4-STUB1 complex|P2X7 receptor signalling complex|STUB1-HSPA8-MAPT-UBE2D2 complex|Spliceosome, A complex|ZMYND10 complex, cytoplasmic
HSPA9	COA3-HSPA9-TIMM44-TIM23(sort) complex, mitochondrial|Frataxin complex|TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9), mitochondrial|TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9, TIMM44), mitochondrial|TIM23(motor) subcomplex (GRPEL1, HSPA9), mitochondrial|TIM23(motor) subcomplex (GRPEL2, HSPA9), mitochondrial
HSPB1	AKT1-HSPB1-MAPK14-MAPKAPK2 complex
HSPB11	Intraflagellar transport complex B core complex
HSPB8	BAG3-HSC70-HSPB8-CHIP complex
HSPBP1	HSPA8-HSPBP1-STUB1 complex
HSPD1	17S U2 snRNP|Frataxin complex
HSPG2	COLQ-HSPG2 complex
HSPH1	DNAJB14-HSPA1-HSPH8-SGTA complex
HTATSF1	RNA pol II containing coactivator complex Tat-SF|Spliceosome, A complex|Spliceosome, E complex
HTR1A	GABBR2-HTR1A complex|HTR1A homodimer complex|HTR1A-EDG3 complex|HTR1A-GPR26 complex|HTR1A-HTR1B complex|HTR1A-HTR1D complex|HTR1A-S1PR1 complex
HTR1B	HTR1A-HTR1B complex|HTR1B homodimer complex|HTR1D-HTR1B complex
HTR1D	HTR1A-HTR1D complex|HTR1D  homodimer complex|HTR1D-HTR1B complex|HTR1D-S1PR1 complex
HTR2A	5-HT2A-5-HT2C receptor complex
HTR2C	5-HT2A-5-HT2C receptor complex|GHSR-HTR2C complex|GHSR1a-Serotonin 2c receptor complex
HTR3A	HTR3A-HTR3B complex|HTR3A-HTR3C complex|HTR3A-HTR3D complex|HTR3A-HTR3E complex
HTR3B	HTR3A-HTR3B complex
HTR3C	HTR3A-HTR3C complex
HTR3D	HTR3A-HTR3D complex
HTR3E	HTR3A-HTR3E complex
HTRA2	CTLH complex, submodule of the IFT/lebercilin complex|LATS1-HTRA2-BIRC4 complex|TNFR1 signaling complex, TNF-induced
HTT	HTT-DISC1-PDE4B complex|HTT-OPTN-RAB8A complex|TGM2-HD complex|TGM2-HD-CALM1 complex
HUS1	9-1-1 complex|9-1-1-APE1 complex|9-1-1-FEN1 complex|9-1-1-LIG1 complex|9-1-1-POLB complex|9-1-1-RAD17-RFC complex|9-1-1-RHINO complex|9b-1-1 complex
HUS1B	9b-1b-1 complex
HUWE1	ARF-Mule complex
HYAL2	HYAL2-SMAD3-WWOX complex|HYAL2-SMAD4-WWOX complex|HYAL2-WWOX complex
HYPK	HYPK-NAA10-NAA15 complex
IARS1	Multisynthetase complex
ICAM4	ITGA2B-ITGB3-ICAM4 complex|ITGAV-ITGB5-ICAM4 complex
ICE1	7SK snRNP-LEC complex|ELL-ICE1-ICE2-ZC3H8 complex
ICE2	7SK snRNP-LEC complex|ELL-ICE1-ICE2-ZC3H8 complex
IDH1	Isocitrate dehydrogenase, cytoplasmic
IDH2	Isocitrate dehydrogenase [NADP], mitochondrial
IDH3A	Isocitrate dehydrogenase [NAD], mitochondrial
IDH3B	Isocitrate dehydrogenase [NAD], mitochondrial
IDH3G	Isocitrate dehydrogenase [NAD], mitochondrial
IER5	HSF1-IER5-PP2A complex
IFI16	IFI16 inflammasome|IFI16-BRCA1 complex|IFI16-H2B-BRCA1 complex
IFI35	IFP35-NMI complex
IFIT1	IFI1-IFI2-IFI3 complex
IFIT2	IFI1-IFI2-IFI3 complex
IFIT3	IFI1-IFI2-IFI3 complex
IFNA2	IFNAR1-IFNAR2-IFNA2 complex|IFNAR2-IFNA2 complex
IFNAR1	IFNAR1-IFNAR2-IFNA2 complex|IFNAR1-IFNAR2-IFNB1 complex|IFNAR1-IFNAR2-IFNW1 complex|IFNAR1-IFNAR2-RACK1-STAT1 complex|IFNAR1-IFNAR2-TYK2 complex
IFNAR2	IFNAR1-IFNAR2-IFNA2 complex|IFNAR1-IFNAR2-IFNB1 complex|IFNAR1-IFNAR2-IFNW1 complex|IFNAR1-IFNAR2-RACK1-STAT1 complex|IFNAR1-IFNAR2-TYK2 complex|IFNAR2-IFNA2 complex
IFNB1	IFNAR1-IFNAR2-IFNB1 complex
IFNL1	IFN-lambda receptor-IFN-lambda1 complex
IFNLR1	IFN-lambda receptor-IFN-lambda1 complex
IFNW1	IFNAR1-IFNAR2-IFNW1 complex
IFT122	Intraflagellar transport complex A|Intraflagellar transport complex A TULP3-IFT122-IFT140-IFT144 subcomplex|Intraflagellar transport complex A core complex|TULP3-Intraflagellar transport complex A
IFT140	Intraflagellar transport complex A|Intraflagellar transport complex A TULP3-IFT122-IFT140-IFT144 subcomplex|Intraflagellar transport complex A core complex|TULP3-Intraflagellar transport complex A
IFT20	Pericentrin complex
IFT22	Intraflagellar transport complex B core complex
IFT27	Intraflagellar transport complex B core complex
IFT43	Intraflagellar transport complex A peripheral subcomplex|TULP3-Intraflagellar transport complex A
IFT46	Intraflagellar transport complex B core complex
IFT52	Intraflagellar transport complex B core complex
IFT57	Pericentrin complex
IFT74	Intraflagellar transport complex B core complex
IFT81	Intraflagellar transport complex B core complex
IFT88	DZIP1-IFT88 complex|Intraflagellar transport complex B core complex|Pericentrin complex
IGBP1	IGBP1-MID1-PPP2CA complex|PP6 holoenzyme
IGF1	IGF1-IGF1R-ITGA6-ITGB4 complex|IGF1-IGF1R-ITGAV-ITGB3 complex|IGF1-IGFBP3-ALS complex|IGF1-IGFBP5 complex|IGF1-IGFBP5-ALS complex
IGF1R	IGF1-IGF1R-ITGA6-ITGB4 complex|IGF1-IGF1R-ITGAV-ITGB3 complex|IGF1R-CXCR4-GNAI2-GNB1 complex|Shc-ERalpha-IGF-1R complex
IGF2	IGF2-IGFBP2 complex|IGF2-IGFBP5 complex|IGF2-IGFBP5-ALS complex
IGF2BP1	CSDE1-IGF2BP1-PABPC1 complex|IGF2BP1 complex|Nop56p-associated pre-rRNA complex
IGF2R	IGF2R-PLAUR complex|IGF2R-PLAUR-PLAU complex|IGF2R-PLAUR-PLG complex|IGF2R-PLG-PLAU-PLAUR-LTGFbeta1 complex|IGF2R-PLIN3-RAB9A complex
IGFALS	IGF1-IGFBP3-ALS complex|IGF1-IGFBP5-ALS complex|IGF2-IGFBP5-ALS complex
IGFBP2	IGF2-IGFBP2 complex
IGFBP3	IGF1-IGFBP3-ALS complex|IGFBP3-NONO-SFPQ complex
IGFBP5	IGF1-IGFBP5 complex|IGF1-IGFBP5-ALS complex|IGF2-IGFBP5 complex|IGF2-IGFBP5-ALS complex
IGHM	APOL1 complex B (APOL1, APOA1, HPR, FN1, IGHM)|BCHE-IGHM complex|IGHM-VPREB1-IGLL1 complex
IGLL1	IGHM-VPREB1-IGLL1 complex
IKBKB	CASP8-CHUK-IKBKB-MALT1-BCL10 complex|CDC37-HSP90AB1-HSP90AA1-IKBKB-KIAA1967 complex|CHUK-ERC1-IKBKB-IKBKG complex|CHUK-HSP90-IKBKB-TOMM70 complex|CHUK-IKBKB complex|CHUK-IKBKB-MAP3K14 complex|I-kappa-B kinase complex|IKBKB-MAP3K14 complex|IKBKG-IKBKB  complex|IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)|SRC-3 complex|TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)|TNF-alpha/NF-kappa B signaling complex 5|TNF-alpha/NF-kappa B signaling complex 6|TNFR1 signaling complex, TNF-induced|TNFR1 signaling complex, native
IKBKE	DDX3-IKBKE-IRF3 complex|DDX3X-IKBKE complex|DDX3X-IKBKE-MAVS-TRAF3 complex|IKBKE-IRF3-TANK-TBK1 complex|IKBKE-MAVS complex|IKBKE-MAVS-TBK1 complex|IKBKE-MAVS-TRAF3 complex|IKBKE-TANK-TBK1-TRAF3 complex|IKBKE-TBK1 complex|TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)|TNF-alpha/NF-kappa B signaling complex 8|TNFR1 signaling complex, TNF-induced
IKBKG	CHUK-ERC1-IKBKB-IKBKG complex|CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex|I-kappa-B kinase complex|IKBKG homodimer complex|IKBKG homotetramer complex|IKBKG homotrimer complex|IKBKG-CHUK complex|IKBKG-IKBKB  complex|IKBKG-MAVS-TBK1 complex|IKBKG-MAVS-TRAF2 complex|IKBKG-PIDD1-RIPK1 complex|NEMO-HIF2(alpha)-ARNT complex|Rab11a-FIP3-DLIC-1 complex|SRC-3 complex|TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)|TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)|TNF-alpha/NF-kappa B signaling complex 10|TNF-alpha/NF-kappa B signaling complex 5|TNF-alpha/NF-kappa B signaling complex 6|TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)|TNFR1 signaling complex, TNF-induced|TNFR1 signaling complex, native
IKZF4	NRG1-IKZF4 complex
IL10	IL-10Ralpha/beta receptor-IL-10 complex|IL10-IL10RA complex
IL10RA	IL-10Ralpha/beta receptor-IL-10 complex|IL10-IL10RA complex
IL10RB	IFN-lambda receptor-IFN-lambda1 complex|IL-10Ralpha/beta receptor-IL-10 complex
IL12A	IL-12RB1/B2 receptor-IL-12 complex, high-affinity|IL12A homodimer complex|IL12A-IL12B-IL12RB1 complex|IL12A-IL12B-IL12RB2 complex|Interleukin-12
IL12B	IL-12RB1/B2 receptor-IL-12 complex, high-affinity|IL-12RB1/IL-23R receptor-IL-23 complex|IL12A-IL12B-IL12RB1 complex|IL12A-IL12B-IL12RB2 complex|IL12B-IL12RB1-IL12RB2 complex|Interleukin-12|Interleukin-12B homodimer|Interleukin-23
IL12RB1	IL-12RB1/B2 receptor-IL-12 complex, high-affinity|IL-12RB1/IL-23R receptor-IL-23 complex|IL12A-IL12B-IL12RB1 complex|IL12B-IL12RB1-IL12RB2 complex
IL12RB2	IL-12RB1/B2 receptor-IL-12 complex, high-affinity|IL12A-IL12B-IL12RB2 complex|IL12B-IL12RB1-IL12RB2 complex|JAK2-IL12RB2 complex
IL13RA1	IL13RA1-TRAF3IP1 complex
IL15	IL-15Ralpha-IL-15 complex|IL-2Rbeta/gamma receptor-IL-15 complex|IL15-MFGE8 complex
IL15RA	IL-15Ralpha-IL-15 complex|IL15RA-TGFBR2 complex
IL18	IL-18 receptor-IL-18 complex|IL-18Ralpha receptor-IL-18 complex
IL18R1	IL-18 receptor-IL-18 complex|IL-18Ralpha receptor-IL-18 complex
IL18RAP	IL-18 receptor-IL-18 complex
IL19	IL-20Ralpha/beta receptor-IL-19 complex
IL1R1	IL1R1-IL1RAP-IRAK1-MYD88 complex|IL1R1-IL1RAP-IRAK1-MYD88-TOLLIP complex|IL1R1-IL1RAP-IRAK2 complex
IL1RAP	IL1R1-IL1RAP-IRAK1-MYD88 complex|IL1R1-IL1RAP-IRAK1-MYD88-TOLLIP complex|IL1R1-IL1RAP-IRAK2 complex|IL1RAP-IL1RL1-KIT complex|IL1RAP-KIT complex
IL1RL1	IL1RAP-IL1RL1-KIT complex
IL2	IL-2Ralpha/beta/gamma receptor-IL-2 complex, high affinity|IL-2Rbeta/gamma receptor-IL-2 complex, intermediate affinity|IL2-IL2RA-IL2RB complex
IL20	IL-20Ralpha/beta receptor-IL-20 complex
IL20RA	IL-20Ralpha/beta receptor-IL-19 complex|IL-20Ralpha/beta receptor-IL-20 complex
IL20RB	IL-20Ralpha/beta receptor-IL-19 complex|IL-20Ralpha/beta receptor-IL-20 complex
IL21	IL-2Rgamma/IL-21R receptor-IL-21 complex
IL21R	IL-2Rgamma/IL-21R receptor-IL-21 complex
IL23A	IL-12RB1/IL-23R receptor-IL-23 complex|Interleukin-23
IL23R	IL-12RB1/IL-23R receptor-IL-23 complex
IL27	Interleukin-27|p28-CLF complex
IL2RA	IL-2Ralpha/beta/gamma receptor-IL-2 complex, high affinity|IL2-IL2RA-IL2RB complex
IL2RB	IL-2Ralpha/beta/gamma receptor-IL-2 complex, high affinity|IL-2Rbeta/gamma receptor-IL-15 complex|IL-2Rbeta/gamma receptor-IL-2 complex, intermediate affinity|IL2-IL2RA-IL2RB complex
IL2RG	IL-2Ralpha/beta/gamma receptor-IL-2 complex, high affinity|IL-2Rbeta/gamma receptor-IL-15 complex|IL-2Rbeta/gamma receptor-IL-2 complex, intermediate affinity|IL-2Rgamma/IL-21R receptor-IL-21 complex|IL-2Rgamma/IL-4R receptor-IL-4 complex|IL-2Rgamma/IL-7R receptor-IL-7 complex
IL3	IL-3Ralpha/beta receptor-IL-3 complex
IL3RA	IL-3Ralpha/beta receptor-IL-3 complex
IL4	IL-2Rgamma/IL-4R receptor-IL-4 complex|IL4-IL4R complex
IL4R	IL-2Rgamma/IL-4R receptor-IL-4 complex|IL4-IL4R complex
IL5	IL-5Ralpha/IL-3Rbeta receptor-IL-5 complex, high affinity
IL5RA	IL-5Ralpha/IL-3Rbeta receptor-IL-5 complex, high affinity
IL6	IL6R/IL6ST receptor-IL6 complex
IL6R	IL6R/IL6ST receptor-IL6 complex
IL6ST	CDK9-IL6ST complex|CNTF-CNTFR-gp130-LIFR complex|GP130-JAK2-SOCS3 complex|IL6R/IL6ST receptor-IL6 complex|IL6ST-PRKCD-STAT3 complex|LIFR-LIF-gp130 complex|LMO4-gp130 complex
IL7	IL-2Rgamma/IL-7R receptor-IL-7 complex
