NCBI GeneID	Symbol	Description	Common Name	Transcripts
1173	AP2M1	adaptor related protein complex 2 subunit mu 1	human	3
1200	TPP1	tripeptidyl peptidase 1	human	1
1201	CLN3	CLN3 lysosomal/endosomal transmembrane protein, battenin	human	15
1233	CCR4	C-C motif chemokine receptor 4	human	3
1270	CNTF	ciliary neurotrophic factor	human	1
1291	COL6A1	collagen type VI alpha 1 chain	human	1
1366	CLDN7	claudin 7	human	3
1373	CPS1	carbamoyl-phosphate synthase 1	human	6
140885	SIRPA	signal regulatory protein alpha	human	21
1464	CSPG4	chondroitin sulfate proteoglycan 4	human	3
1476	CSTB	cystatin B	human	1
1523	CUX1	cut like homeobox 1	human	43
153090	DAB2IP	DAB2 interacting protein	human	3
1641	DCX	doublecortin	human	11
1729	DIAPH1	diaphanous related formin 1	human	7
1773	DNASE1	deoxyribonuclease 1	human	26
1848	DUSP6	dual specificity phosphatase 6	human	2
1874	E2F4	E2F transcription factor 4	human	1
1893	ECM1	extracellular matrix protein 1	human	3
1894	ECT2	epithelial cell transforming 2	human	82
1973	EIF4A1	eukaryotic translation initiation factor 4A1	human	2
2114	ETS2	ETS proto-oncogene 2, transcription factor	human	5
2132	EXT2	exostosin glycosyltransferase 2	human	12
2171	FABP5	fatty acid binding protein 5	human	1
2192	FBLN1	fibulin 1	human	4
2203	FBP1	fructose-bisphosphatase 1	human	4
2206	MS4A2	membrane spanning 4-domains A2	human	8
2290	FOXG1	forkhead box G1	human	1
23118	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	human	20
23236	PLCB1	phospholipase C beta 1	human	2
23418	CRB1	crumbs cell polarity complex component 1	human	22
23513	SCRIB	scribble planar cell polarity protein	human	2
23642	SNHG1	small nucleolar RNA host gene 1	human	12
23765	IL17RA	interleukin 17 receptor A	human	2
2488	FSHB	follicle stimulating hormone subunit beta	human	3
2526	FUT4	fucosyltransferase 4	human	1
2562	GABRB3	gamma-aminobutyric acid type A receptor subunit beta3	human	8
25855	BRMS1	BRMS1 transcriptional repressor and anoikis regulator	human	6
2633	GBP1	guanylate binding protein 1	human	1
26353	HSPB8	heat shock protein family B (small) member 8	human	1
26354	GNL3	G protein nucleolar 3	human	3
2661	GDF9	growth differentiation factor 9	human	18
2677	GGCX	gamma-glutamyl carboxylase	human	11
2692	GHRHR	growth hormone releasing hormone receptor	human	1
270	AMPD1	adenosine monophosphate deaminase 1	human	2
2703	GJA8	gap junction protein alpha 8	human	3
2729	GCLC	glutamate-cysteine ligase catalytic subunit	human	3
27329	ANGPTL3	angiopoietin like 3	human	1
2752	GLUL	glutamate-ammonia ligase	human	3
276	AMY1A	amylase alpha 1A	human	2
2782	GNB1	G protein subunit beta 1	human	66
28514	DLL1	delta like canonical Notch ligand 1	human	4
2869	GRK5	G protein-coupled receptor kinase 5	human	1
2891	GRIA2	glutamate ionotropic receptor AMPA type subunit 2	human	12
291	SLC25A4	solute carrier family 25 member 4	human	1
2913	GRM3	glutamate metabotropic receptor 3	human	5
2922	GRP	gastrin releasing peptide	human	11
2947	GSTM3	glutathione S-transferase mu 3	human	2
29843	SENP1	SUMO specific peptidase 1	human	28
29881	NPC1L1	NPC1 like intracellular cholesterol transporter 1	human	9
2993	GYPA	glycophorin A (MNS blood group)	human	11
3000	GUCY2D	guanylate cyclase 2D, retinal	human	3
3030	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	human	1
3037	HAS2	hyaluronan synthase 2	human	1
309	ANXA6	annexin A6	human	4
3098	HK1	hexokinase 1	human	18
3217	HOXB7	homeobox B7	human	1
3283	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	human	2
3305	HSPA1L	heat shock protein family A (Hsp70) member 1 like	human	1
3337	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1	human	8
3400	ID4	inhibitor of DNA binding 4	human	1
347	APOD	apolipoprotein D	human	1
3549	IHH	Indian hedgehog signaling molecule	human	1
3594	IL12RB1	interleukin 12 receptor subunit beta 1	human	46
3598	IL13RA2	interleukin 13 receptor subunit alpha 2	human	3
3615	IMPDH2	inosine monophosphate dehydrogenase 2	human	4
3625	INHBB	inhibin subunit beta B	human	1
3693	ITGB5	integrin subunit beta 5	human	14
3694	ITGB6	integrin subunit beta 6	human	7
3736	KCNA1	potassium voltage-gated channel subfamily A member 1	human	1
3756	KCNH1	potassium voltage-gated channel subfamily H member 1	human	8
3782	KCNN3	potassium calcium-activated channel subfamily N member 3	human	5
3799	KIF5B	kinesin family member 5B	human	5
3809	KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4	human	3
3908	LAMA2	laminin subunit alpha 2	human	2
3909	LAMA3	laminin subunit alpha 3	human	28
3911	LAMA5	laminin subunit alpha 5	human	16
3927	LASP1	LIM and SH3 protein 1	human	4
3937	LCP2	lymphocyte cytosolic protein 2	human	3
3945	LDHB	lactate dehydrogenase B	human	8
3964	LGALS8	galectin 8	human	14
3991	LIPE	lipase E, hormone sensitive type	human	20
4043	LRPAP1	LDL receptor related protein associated protein 1	human	2
4052	LTBP1	latent transforming growth factor beta binding protein 1	human	103
4056	LTC4S	leukotriene C4 synthase	human	1
4060	LUM	lumican	human	1
406884	MIRLET7B	microRNA let-7b	human	1
406909	MIR124-3	microRNA 124-3	human	1
406922	MIR133A1	microRNA 133a-1	human	1
406949	MIR15B	microRNA 15b	human	1
406961	MIR185	microRNA 185	human	1
406962	MIR186	microRNA 186	human	1
407011	MIR23B	microRNA 23b	human	1
407014	MIR25	microRNA 25	human	1
407017	MIR26B	microRNA 26b	human	1
41	ASIC1	acid sensing ion channel subunit 1	human	15
4151	MB	myoglobin	human	9
4172	MCM3	minichromosome maintenance complex component 3	human	13
4211	MEIS1	Meis homeobox 1	human	1
427	ASAH1	N-acylsphingosine amidohydrolase 1	human	6
429	ASCL1	achaete-scute family bHLH transcription factor 1	human	1
4303	FOXO4	forkhead box O4	human	2
4319	MMP10	matrix metallopeptidase 10	human	1
4437	MSH3	mutS homolog 3	human	1
4477	MSMB	microseminoprotein beta	human	2
4543	MTNR1A	melatonin receptor 1A	human	3
4567	MT-TL1	tRNA-Leu	human	
4594	MMUT	methylmalonyl-CoA mutase	human	3
4659	PPP1R12A	protein phosphatase 1 regulatory subunit 12A	human	5
47	ACLY	ATP citrate lyase	human	5
4760	NEUROD1	neuronal differentiation 1	human	3
4824	NKX3-1	NK3 homeobox 1	human	3
4882	NPR2	natriuretic peptide receptor 2	human	12
4899	NRF1	nuclear respiratory factor 1	human	4
4923	NTSR1	neurotensin receptor 1	human	1
493	ATP2B4	ATPase plasma membrane Ca2+ transporting 4	human	4
498	ATP5F1A	ATP synthase F1 subunit alpha	human	5
5015	OTX2	orthodenticle homeobox 2	human	7
5028	P2RY1	purinergic receptor P2Y1	human	1
506	ATP5F1B	ATP synthase F1 subunit beta	human	1
50652	PCA3	prostate cancer associated 3	human	3
51141	INSIG2	insulin induced gene 2	human	9
51366	UBR5	ubiquitin protein ligase E3 component n-recognin 5	human	14
51422	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	human	41
51744	CD244	CD244 molecule	human	11
5187	PER1	period circadian regulator 1	human	1
5296	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	human	3
5314	PKHD1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin	human	44
5336	PLCG2	phospholipase C gamma 2	human	4
5345	SERPINF2	serpin family F member 2	human	10
54332	GDAP1	ganglioside induced differentiation associated protein 1	human	10
54578	UGT1A6	UDP glucuronosyltransferase family 1 member A6	human	2
5473	PPBP	pro-platelet basic protein	human	1
5479	PPIB	peptidylprolyl isomerase B	human	1
54795	TRPM4	transient receptor potential cation channel subfamily M member 4	human	9
54829	ASPN	asporin	human	2
54880	BCOR	BCL6 corepressor	human	90
55	ACP3	acid phosphatase 3	human	7
5501	PPP1CC	protein phosphatase 1 catalytic subunit gamma	human	8
552	AVPR1A	arginine vasopressin receptor 1A	human	2
55743	CHFR	checkpoint with forkhead and ring finger domains	human	5
5600	MAPK11	mitogen-activated protein kinase 11	human	4
5648	MASP1	MBL associated serine protease 1	human	4
56652	TWNK	twinkle mtDNA helicase	human	10
56852	RAD18	RAD18 E3 ubiquitin protein ligase	human	4
57126	CD177	CD177 molecule	human	5
57192	MCOLN1	mucolipin TRP cation channel 1	human	1
5724	PTAFR	platelet activating factor receptor	human	4
5733	PTGER3	prostaglandin E receptor 3	human	14
57412	AS3MT	arsenite methyltransferase	human	1
574452	MIR494	microRNA 494	human	1
5753	PTK6	protein tyrosine kinase 6	human	2
5757	PTMA	prothymosin alpha	human	2
5783	PTPN13	protein tyrosine phosphatase non-receptor type 13	human	43
5837	PYGM	glycogen phosphorylase, muscle associated	human	2
5880	RAC2	Rac family small GTPase 2	human	3
5885	RAD21	RAD21 cohesin complex component	human	1
5889	RAD51C	RAD51 paralog C	human	17
5967	REG1A	regenerating family member 1 alpha	human	1
6009	RHEB	Ras homolog, mTORC1 binding	human	7
6045	RNF2	ring finger protein 2	human	7
623	BDKRB1	bradykinin receptor B1	human	2
6271	S100A1	S100 calcium binding protein A1	human	1
6340	SCNN1G	sodium channel epithelial 1 subunit gamma	human	1
6373	CXCL11	C-X-C motif chemokine ligand 11	human	2
64083	GOLPH3	golgi phosphoprotein 3	human	1
64241	ABCG8	ATP binding cassette subfamily G member 8	human	2
64324	NSD1	nuclear receptor binding SET domain protein 1	human	12
64750	SMURF2	SMAD specific E3 ubiquitin protein ligase 2	human	8
64754	SMYD3	SET and MYND domain containing 3	human	27
64866	CDCP1	CUB domain containing protein 1	human	10
6514	SLC2A2	solute carrier family 2 member 2	human	7
6524	SLC5A2	solute carrier family 5 member 2	human	6
6554	SLC10A1	solute carrier family 10 member 1	human	1
6571	SLC18A2	solute carrier family 18 member A2	human	1
6646	SOAT1	sterol O-acyltransferase 1	human	12
6732	SRPK1	SRSF protein kinase 1	human	2
6749	SSRP1	structure specific recognition protein 1	human	7
6780	STAU1	staufen double-stranded RNA binding protein 1	human	40
6812	STXBP1	syntaxin binding protein 1	human	12
6923	ELOB	elongin B	human	2
6950	TCP1	t-complex 1	human	2
7026	NR2F2	nuclear receptor subfamily 2 group F member 2	human	4
7036	TFR2	transferrin receptor 2	human	2
7072	TIA1	TIA1 cytotoxic granule associated RNA binding protein	human	59
7122	CLDN5	claudin 5	human	5
7130	TNFAIP6	TNF alpha induced protein 6	human	3
7159	TP53BP2	tumor protein p53 binding protein 2	human	8
7227	TRPS1	transcriptional repressor GATA binding 1	human	4
7283	TUBG1	tubulin gamma 1	human	1
728655	HULC	hepatocellular carcinoma up-regulated long non-coding RNA	human	1
7367	UGT2B17	UDP glucuronosyltransferase family 2 member B17	human	1
7433	VIPR1	vasoactive intestinal peptide receptor 1	human	19
7436	VLDLR	very low density lipoprotein receptor	human	6
7525	YES1	YES proto-oncogene 1, Src family tyrosine kinase	human	19
7832	BTG2	BTG anti-proliferation factor 2	human	1
7917	BAG6	BAG cochaperone 6	human	176
794	CALB2	calbindin 2	human	3
79400	NOX5	NADPH oxidase 5	human	2
80208	SPG11	SPG11 vesicle trafficking associated, spatacsin	human	15
805	CALM2	calmodulin 2	human	4
831	CAST	calpastatin	human	36
8349	H2BC21	H2B clustered histone 21	human	1
83667	SESN2	sestrin 2	human	4
84152	PPP1R1B	protein phosphatase 1 regulatory inhibitor subunit 1B	human	7
843	CASP10	caspase 10	human	17
8431	NR0B2	nuclear receptor subfamily 0 group B member 2	human	3
8467	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	human	3
8639	AOC3	amine oxidase copper containing 3	human	16
865	CBFB	core-binding factor subunit beta	human	6
866	SERPINA6	serpin family A member 6	human	4
8661	EIF3A	eukaryotic translation initiation factor 3 subunit A	human	1
8671	SLC4A4	solute carrier family 4 member 4	human	22
8714	ABCC3	ATP binding cassette subfamily C member 3	human	2
8858	PROZ	protein Z, vitamin K dependent plasma glycoprotein	human	9
8900	CCNA1	cyclin A1	human	10
8932	MBD2	methyl-CpG binding domain protein 2	human	2
8976	WASL	WASP like actin nucleation promoting factor	human	1
9002	F2RL3	F2R like thrombin or trypsin receptor 3	human	1
909	CD1A	CD1a molecule	human	4
9122	SLC16A4	solute carrier family 16 member 4	human	18
916	CD3E	CD3 epsilon subunit of T-cell receptor complex	human	1
9241	NOG	noggin	human	1
9255	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	human	6
9446	GSTO1	glutathione S-transferase omega 1	human	3
9510	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	human	1
978	CDA	cytidine deaminase	human	1
9869	SETDB1	SET domain bifurcated histone lysine methyltransferase 1	human	27
997	CDC34	cell division cycle 34, ubiqiutin conjugating enzyme	human	5
9970	NR1I3	nuclear receptor subfamily 1 group I member 3	human	19
9972	NUP153	nucleoporin 153	human	3
10019	SH2B3	SH2B adaptor protein 3	human	20
10021	HCN4	hyperpolarization activated cyclic nucleotide gated potassium channel 4	human	3
10049	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6	human	18
10221	TRIB1	tribbles pseudokinase 1	human	2
1024	CDK8	cyclin dependent kinase 8	human	7
10376	TUBA1B	tubulin alpha 1b	human	1
104	ADARB1	adenosine deaminase RNA specific B1	human	43
10460	TACC3	transforming acidic coiled-coil containing protein 3	human	15
10521	DDX17	DEAD-box helicase 17	human	2
10537	UBD	ubiquitin D	human	1
10653	SPINT2	serine peptidase inhibitor, Kunitz type 2	human	2
10672	GNA13	G protein subunit alpha 13	human	2
10928	RALBP1	ralA binding protein 1	human	12
10970	CKAP4	cytoskeleton associated protein 4	human	1
11005	SPINK5	serine peptidase inhibitor Kazal type 5	human	7
11167	FSTL1	follistatin like 1	human	1
112399	EGLN3	egl-9 family hypoxia inducible factor 3	human	2
112597	CYTOR	cytoskeleton regulator RNA	human	5
113235	SLC46A1	solute carrier family 46 member 1	human	7
11331	PHB2	prohibitin 2	human	4
11337	GABARAP	GABA type A receptor-associated protein	human	1
114757	CYGB	cytoglobin	human	5
1152	CKB	creatine kinase B	human	2
115650	TNFRSF13C	TNF receptor superfamily member 13C	human	1
116844	LRG1	leucine rich alpha-2-glycoprotein 1	human	1
117	ADCYAP1R1	ADCYAP receptor type I	human	16
120227	CYP2R1	cytochrome P450 family 2 subfamily R member 1	human	39
126961	H3C14	H3 clustered histone 14	human	1
1300	COL10A1	collagen type X alpha 1 chain	human	5
1317	SLC31A1	solute carrier family 31 member 1	human	1
1365	CLDN3	claudin 3	human	1
1382	CRABP2	cellular retinoic acid binding protein 2	human	2
1395	CRHR2	corticotropin releasing hormone receptor 2	human	9
1434	CSE1L	chromosome segregation 1 like	human	4
1439	CSF2RB	colony stimulating factor 2 receptor subunit beta	human	12
148022	TICAM1	TIR domain containing adaptor molecule 1	human	4
1488	CTBP2	C-terminal binding protein 2	human	30
1497	CTNS	cystinosin, lysosomal cystine transporter	human	16
151306	GPBAR1	G protein-coupled bile acid receptor 1	human	6
152	ADRA2C	adrenoceptor alpha 2C	human	1
1727	CYB5R3	cytochrome b5 reductase 3	human	7
1808	DPYSL2	dihydropyrimidinase like 2	human	3
1816	DRD5	dopamine receptor D5	human	1
1834	DSPP	dentin sialophosphoprotein	human	1
1856	DVL2	dishevelled segment polarity protein 2	human	11
1917	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	human	1
1938	EEF2	eukaryotic translation elongation factor 2	human	1
1959	EGR2	early growth response 2	human	7
2104	ESRRG	estrogen related receptor gamma	human	86
2118	ETV4	ETS variant transcription factor 4	human	12
2138	EYA1	EYA transcriptional coactivator and phosphatase 1	human	43
2189	FANCG	FA complementation group G	human	1
2204	FCAR	Fc alpha receptor	human	60
2254	FGF9	fibroblast growth factor 9	human	3
2255	FGF10	fibroblast growth factor 10	human	2
2288	FKBP4	FKBP prolyl isomerase 4	human	2
22900	CARD8	caspase recruitment domain family member 8	human	113
2317	FLNB	filamin B	human	4
2319	FLOT2	flotillin 2	human	8
23452	ANGPTL2	angiopoietin like 2	human	3
23746	AIPL1	aryl hydrocarbon receptor interacting protein like 1	human	8
250	ALPP	alkaline phosphatase, placental	human	1
2530	FUT8	fucosyltransferase 8	human	17
2538	G6PC1	glucose-6-phosphatase catalytic subunit 1	human	2
2588	GALNS	galactosamine (N-acetyl)-6-sulfatase	human	19
259266	ASPM	assembly factor for spindle microtubules	human	2
26227	PHGDH	phosphoglycerate dehydrogenase	human	15
267	AMFR	autocrine motility factor receptor	human	5
2695	GIP	gastric inhibitory polypeptide	human	1
2701	GJA4	gap junction protein alpha 4	human	5
2702	GJA5	gap junction protein alpha 5	human	2
27043	PELP1	proline, glutamate and leucine rich protein 1	human	2
27044	SND1	staphylococcal nuclease and tudor domain containing 1	human	3
27343	POLL	DNA polymerase lambda	human	67
2745	GLRX	glutaredoxin	human	4
2773	GNAI3	G protein subunit alpha i3	human	1
286	ANK1	ankyrin 1	human	8
2898	GRIK2	glutamate ionotropic receptor kainate type subunit 2	human	13
29979	UBQLN1	ubiquilin 1	human	4
3024	H1-1	H1.1 linker histone, cluster member	human	1
3028	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	human	2
31	ACACA	acetyl-CoA carboxylase alpha	human	57
3187	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1	human	52
325	APCS	amyloid P component, serum	human	1
3273	HRG	histidine rich glycoprotein	human	3
3284	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2	human	2
3301	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	human	2
3306	HSPA2	heat shock protein family A (Hsp70) member 2	human	2
3360	HTR4	5-hydroxytryptamine receptor 4	human	7
3399	ID3	inhibitor of DNA binding 3	human	1
3455	IFNAR2	interferon alpha and beta receptor subunit 2	human	8
345611	IRGM	immunity related GTPase M	human	3
3487	IGFBP4	insulin like growth factor binding protein 4	human	1
3563	IL3RA	interleukin 3 receptor subunit alpha	human	22
366	AQP9	aquaporin 9	human	3
3670	ISL1	ISL LIM homeobox 1	human	3
3710	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	human	12
3730	ANOS1	anosmin 1	human	3
3735	KARS1	lysyl-tRNA synthetase 1	human	3
3776	KCNK2	potassium two pore domain channel subfamily K member 2	human	9
3806	KIR2DS1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1	human	2
384	ARG2	arginase 2	human	1
3842	TNPO1	transportin 1	human	13
3903	LAIR1	leukocyte associated immunoglobulin like receptor 1	human	38
3915	LAMC1	laminin subunit gamma 1	human	1
3977	LIFR	LIF receptor subunit alpha	human	10
3978	LIG1	DNA ligase 1	human	15
3988	LIPA	lipase A, lysosomal acid type	human	5
4048	LTA4H	leukotriene A4 hydrolase	human	14
4055	LTBR	lymphotoxin beta receptor	human	16
406902	MIR10A	microRNA 10a	human	1
406915	MIR128-1	microRNA 128-1	human	1
406920	MIR130B	microRNA 130b	human	1
406994	MIR212	microRNA 212	human	1
406999	MIR217	microRNA 217	human	1
407039	MIR33A	microRNA 33a	human	1
407054	MIR98	microRNA 98	human	1
4090	SMAD5	SMAD family member 5	human	9
4094	MAF	MAF bZIP transcription factor	human	13
4102	MAGEA3	MAGE family member A3	human	10
411	ARSB	arylsulfatase B	human	20
4158	MC2R	melanocortin 2 receptor	human	6
4175	MCM6	minichromosome maintenance complex component 6	human	1
