Approved symbol	Chromosome	NCBI Gene ID
CHCHD3	7q32.3-q33	54927
CHCHD3P1	10p14	338591
CHCHD3P2	12q21.1	100422354
CHCHD3P3	1p36.11	646572
CHCHD4	3p25.1	131474
CHCHD4P1	7q21.2	645862
CHCHD4P2	9q31.2	100128657
CHCHD4P3	9p13.2	
CHCHD4P4	3p25.3	728143
CHCHD4P5	1q44	
CHCHD5	2q14.1	84269
CHCHD6	3q21.3	84303
CHCHD7	8q12.1	79145
CHCHD10	22q11.23	400916
CHCT1	17q23.2	124773
CHD1	5q15-q21.1	1105
CHD1-DT	5q21.1	102724810
CHD1L	1q21.1	9557
CHD2	15q26.1	1106
CHD3	17p13.1	1107
CHD4	12p13.31	1108
CHD5	1p36.31	26038
CHD6	20q12	84181
CHD7	8q12.2	55636
CHD8	14q11.2	57680
CHD9	16q12.2	80205
CHD9NB	16q12.2	105371267
CHDH	3p21.1	55349
CHDR		
CHE1		
CHE2	2q33-q35	
CHED1	20p11.2-q11.2	
CHED2	20p	
CHEK1	11q24.2	1111
CHEK2	22q12.1	11200
CHEK2P1	Yq11.21	100133012
CHEK2P2	15q11.1	646096
CHEK2P3	2p11.1	100873791
CHEK2P4	22q11.1	106479021
CHEK2P5	10p11.1	
CHEK2P6	16p11.2	101929031
CHEK2P7	16p11.2	
CHEL1		
CHEL3		
CHERP	19p13.11	10523
CHES1L1	18q21.32	
CHFR	12q24.33	55743
CHFR-DT	12q24.33	101928530
CHGA	14q32.12	1113
CHGB	20p12.3	1114
CHH	9p21-q21	
CHI3L1	1q32.1	1116
CHI3L2	1p13.2	1117
CHIA	1p13.2	27159
CHIAP1	1p13.2	100420342
CHIAP2	1p13.2	149620
CHIAP3	1p13.2	100996315
CHIC1	Xq13.2	53344
CHIC2	4q12	26511
CHID1	11p15.5	66005
CHILL1	8p21.3	
CHIT1	1q32.1	1118
CHKA	11q13.2	1119
CHKA-DT	11q13.2	105369362
CHKB	22q13.33	1120
CHKB-CPT1B	22q13.33	386593
CHKB-DT	22q13.33	100144603
CHL1	3p26.3	10752
CHL1-AS1	3p26.3	101927193
CHL1-AS2	3p26.3	101927174
CHM	Xq21.2	1121
CHML	1q43	1122
CHMP1A	16q24.3	5119
CHMP1AP1	1p35.3	646597
CHMP1B	18p11.21	57132
CHMP1B-AS1	18p11.21	
CHMP1B2P	Xq21.1	101060146
CHMP2A	19q13.43	27243
CHMP2B	3p11.2	25978
CHMP3	2p11.2	51652
CHMP3-AS1	2p11.2	105374845
CHMP4A	14q12	29082
CHMP4AP1	2p12	100130209
CHMP4B	20q11.22	128866
CHMP4BP1	14q22.3	100307126
CHMP4C	8q21.13	92421
CHMP5	9p13.3	51510
CHMP5P1	Xp11.3	100420317
CHMP6	17q25.3	79643
CHMP7	8p21.3	91782
CHN		
CHN1	2q31.1	1123
CHN2	7p14.3	1124
CHN2-AS1	7p14.3	102724484
CHODL	21q21.1	140578
CHODL-AS1	21q21.1	54075
CHORDC1	11q14.3	26973
CHORDC1P1	2p21	100128048
CHORDC1P3	4q32.3	100133261
CHORDC1P4	18p11.31	727896
CHORDC1P5	1p31.1	391048
CHORDC2P	14q32.11	317775
CHP1	15q15.1	11261
CHP1P1	5q13.2	728549
CHP1P2	6q25.3	729603
CHP1P3	Xp22.13	
CHP2	16p12.2	63928
CHPF	2q35	79586
CHPF2	7q36.1	54480
CHPT1	12q23.2	56994
CHR	5q35	
CHR39A		
CHR39B	15q15-q21	
CHR39C	Xq13-q21	
CHRAC1	8q24.3	54108
CHRD	3q27.1	8646
CHRDL1	Xq23	91851
CHRDL2	11q13.4	25884
CHRFAM7A	15q13.2	89832
CHRFAM7AP1	Yq11.23	359999
CHRFAM7AP2	Yq11.2	359998
CHRM1	11q12.3	1128
CHRM2	7q33	1129
CHRM3	1q43	1131
CHRM3-AS1	1q43	
CHRM3-AS2	1q43	100506915
CHRM4	11p11.2	1132
CHRM5	15q14	1133
CHRNA1	2q31.1	1134
CHRNA2	8p21.2	1135
CHRNA3	15q25.1	1136
CHRNA4	20q13.33	1137
CHRNA5	15q25.1	1138
CHRNA6	8p11.21	8973
CHRNA7	15q13.3	1139
CHRNA9	4p14	55584
CHRNA10	11p15.4	57053
CHRNB1	17p13.1	1140
CHRNB2	1q21.3	1141
CHRNB3	8p11.21	1142
CHRNB4	15q25.1	1143
CHRND	2q37.1	1144
CHRNE	17p13.2	1145
CHRNG	2q37.1	1146
CHROMR	2q31.2	101927027
CHS1		
CHST1	11p11.2	8534
CHST2	3q24	9435
CHST3	10q22.1	9469
CHST4	16q22.2	10164
CHST5	16q23.1	23563
CHST6	16q23.1	4166
CHST7	Xp11.3	56548
CHST8	19q13.11	64377
CHST9	18q11.2	83539
CHST10	2q11.2	9486
CHST11	12q23.3	50515
CHST12	7p22.3	55501
CHST13	3q21.3	166012
CHST14	15q15.1	113189
CHST15	10q26.13	51363
CHSY1	15q26.3	22856
CHSY3	5q23.3	337876
CHTF8	16q22.1	54921
CHTF8P1	Xp11.3	677883
CHTF18	16p13.3	63922
CHTOP	1q21.3	26097
CHUK	10q24.31	1147
CHUK-DT	10q24.31	
CHURC1	14q23.3	91612
CHURC1-FNTB	14q23.3	100529261
CIAO1	2q11.2	9391
CIAO2A	15q22.31	84191
CIAO2AP1	3p24.1	
CIAO2AP2	1q42.13	391174
CIAO2B	16q22.1	51647
CIAO3	16p13.3	64428
CIAPIN1	16q21	57019
CIAPIN1P	18q11.2	728599
CIART	1q21.2	148523
CIB1	15q26.1	10519
CIB2	15q25.1	10518
CIB3	19p13.11	117286
CIB4	2p23.3	130106
CIBAR1	8q22.1	137392
CIBAR1-DT	8q22.1	642924
CIBAR1P1	15q15.1	729073
CIBAR1P2	4q35.1	403315
CIBAR2	16q24.1	339145
CIC	19q13.2	23152
CICP1	Yq11.23	360017
CICP2	Yq11.23	360016
CICP3	1p36.33	100132630
CICP4	20q13.33	100132920
CICP5	1q42.11	730978
CICP6	3q29	100507251
CICP7	1p36.33	100288667
CICP8	7p11.2	442676
CICP9	10p11.1	100420293
CICP10	2q37.3	100462787
CICP11	7p11.2	100288904
CICP12	7p11.2	100420224
CICP13	1q41	728615
CICP14	7q32.1	100130600
CICP15	5q35.3	100507648
CICP16	4q26	100420203
CICP17	7p12.1	642663
CICP18	6p25.3	646070
CICP19	19p13.3	100506706
CICP20	7p12.3	100129050
CICP21	1q43	100420263
CICP22	7p14.1	100288083
CICP23	11p15.5	100505953
CICP24	7q11.21	124901799
CICP25	16q24.3	100289383
CICP26	1q42.13	648262
CICP27	1p36.33	100420257
CICP28	7p11.2	100287136
CIDEA	18p11.21	1149
CIDEB	14q12	27141
CIDEC	3p25.3	63924
CIDECP1	3p25.3	152302
CIDECP2	3q21.3	124906283
CIDX	X	
CIITA	16p13.13	4261
CILD2	19q13.3-qter	
CILK1	6p12.1	22858
CILP	15q22.31	8483
CILP2	19p13.11	148113
CIMAP1A	11p15.5	113746
CIMAP1B	22q13.33	440836
CIMAP1C	15q24.2	161753
CIMAP1D	19p13.3	284451
CIMAP2	1p32.3	163747
CIMAP3	1p13.2	128344
CIMIP1	20q13.32	128602
CIMIP2A	9q34.3	401565
CIMIP2B	9p13.3	730112
CIMIP2C	2p23.3	339778
CIMIP3	6p21.1	114841037
CIMIP4	22q12.3	339669
CIMIP5	2p25.1	130813
CIMIP6	2p16.2	129852
CIMIP7	3p21.31	646498
CINP	14q32.31	51550
CIP2A	3q13.13	57650
CIPC	14q24.3	85457
CIPO		
CIR1	2q31.1	9541
CIR1P1	5q33.2	100131740
CIR1P2	4q26	100131828
CIR1P3	11p13	
CIRBP	19p13.3	1153
CIRBP-AS1	19p13.3	148046
CIROP	14q11.2	100128908
CISD1	10q21.1	55847
CISD1P1	2p24.1	130500
CISD2	4q24	493856
CISD3	17q12	284106
CISH	3p21.2	1154
CIST1	19p13.11	729966
CISTR	12q13.13	102216268
CIT	12q24.23	11113
CITED1	Xq13.1	4435
CITED2	6q24.1	10370
CITED4	1p34.2	163732
CIZ1	9q34.11	25792
CJD		
CKAP2	13q14.3	26586
CKAP2-DT	13q14.3	
CKAP2L	2q14.1	150468
CKAP2LP1	20p13	100533711
CKAP2P1	14q11.2	100420763
CKAP4	12q23.3	10970
CKAP5	11p11.2	9793
CKB	14q32.33	1152
CKBE	14q32	
CKBP1	16q11.2	1157
CKLF	16q21	51192
CKLF-CMTM1	16q21	100529251
CKM	19q13.32	1158
CKMT1A	15q15.3	548596
CKMT1B	15q15.3	1159
CKMT2	5q14.1	1160
CKMT2-AS1	5q14.1	100131067
CKN1	5q12.1	
CKN2		
CKS1B	1q21.3	1163
CKS1BP1	14q32.2	317780
CKS1BP2	10p11.23	246714
CKS1BP3	5q12.1	246715
CKS1BP4	11q14.1	100499259
CKS1BP5	5q31.3	100526793
CKS1BP6	Xp21.2	652904
CKS1BP7	8q21.13	137529
CKS2	9q22.2	1164
CLA3	reserved	
CLAM	7q11-q21	
CLAPA1		
CLAPA2		
CLAPB1		
CLAPB2		
CLAPG1		
CLAPM1		
CLAPS1		
CLAPS2		
CLASP1	2q14.2-q14.3	23332
CLASP1-AS1	2q14.2	107985942
CLASP2	3p22.3	23122
CLASRP	19q13.32	11129
CLBA1	14q32.33	122616
CLC	19q13.2	1178
CLCA1	1p22.3	1179
CLCA2	1p22.3	9635
CLCA3P	1p22.3	9629
CLCA4	1p22.3	22802
CLCA4-AS1	1p22.3	105378828
CLCC1	1p13.3	23155
CLCF1	11q13.2	23529
CLCN1	7q34	1180
CLCN2	3q27.1	1181
CLCN3	4q33	1182
CLCN3P1	9p22.3	100419056
CLCN4	Xp22.2	1183
CLCN5	Xp11.23	1184
CLCN6	1p36.22	1185
CLCN7	16p13.3	1186
CLCNKA	1p36.13	1187
CLCNKB	1p36.13	1188
CLCNL1		
CLCNL2		
CLCP1	22q11.21	266626
CLCP2	13q34	100128145
CLCS	reserved	
CLD	7	
CLDN1	3q28	9076
CLDN2	Xq22.3	9075
CLDN3	7q11.23	1365
CLDN4	7q11.23	1364
CLDN5	22q11.21	7122
CLDN6	16p13.3	9074
CLDN7	17p13.1	1366
CLDN7P1	Xp11.4	100129851
CLDN8	21q22.11	9073
CLDN9	16p13.3	9080
CLDN10	13q32.1	9071
CLDN10-AS1	13q32.1	
CLDN11	3q26.2	5010
CLDN11CL	3q26.2	
CLDN12	7q21.13	9069
CLDN14	21q22.13	23562
CLDN14-AS1	21q22.13	105369301
CLDN15	7q22.1	24146
CLDN16	3q28	10686
CLDN17	21q21.3	26285
CLDN18	3q22.3	51208
CLDN19	1p34.2	149461
CLDN20	6q25.3	49861
CLDN21	4q35.1	
CLDN22	4q35.1	53842
CLDN23	8p23.1	137075
CLDN24	4q35.1	100132463
CLDN25	11q23.2	644672
CLDN34	Xp22.2	100288814
CLDND1	3q11.2	56650
CLDND2	19q13.41	125875
CLEC1A	12p13.2	51267
CLEC1B	12p13.31-p13.2	51266
CLEC2A	12p13.31	387836
CLEC2B	12p13.31	9976
CLEC2D	12p13.31	29121
CLEC2L	7q34	154790
CLEC3A	16q23.1	10143
CLEC3B	3p21.31	7123
CLEC4A	12p13.31	50856
CLEC4C	12p13.31	170482
CLEC4D	12p13.31	338339
CLEC4E	12p13.31	26253
CLEC4F	2p13.3	165530
CLEC4G	19p13.2	339390
CLEC4GP1	19p13.2	440508
CLEC4M	19p13.2	10332
CLEC4OP	19p13.12	102724279
CLEC5A	7q34	23601
CLEC6A	12p13.31	93978
CLEC7A	12p13.2	64581
CLEC9A	12p13.2	283420
CLEC10A	17p13.1	10462
CLEC11A	19q13.33	6320
CLEC12A	12p13.31	160364
CLEC12A-AS1	12p13.31	400002
CLEC12B	12p13.2	387837
CLEC14A	14q21.1	161198
CLEC16A	16p13.13	23274
CLEC17A	19p13.12	388512
CLEC18A	16q22.1	348174
CLEC18B	16q23.1	497190
CLEC18C	16q22.1	283971
CLEC19A	16p12.3	728276
CLEC20A	1q25.2	400797
CLECL1P	12p13.31	160365
CLECSF11	12p13.2-p12.3	
CLG		
CLG1		
CLG4A		
CLG4B		
CLGI		
CLGN	4q31.1	1047
CLHC1	2p16.1	130162
CLI		
CLIC1	6p21.33	1192
CLIC1L		
CLIC1P1	12q24.31	390363
CLIC2	Xq28	1193
CLIC3	9q34.3	9022
CLIC4	1p36.11	25932
CLIC4P1	9p21.3	646609
CLIC4P2	19p13.3	100130584
CLIC4P3	Xp11.4	442447
CLIC5	6p21.1	53405
CLIC6	21q22.12	54102
CLIM1		
CLINT1	5q33.3	9685
CLIP1	12q24.31	6249
CLIP1-AS1	12q24.31	100507066
CLIP2	7q11.23	7461
CLIP3	19q13.12	25999
CLIP4	2p23.2	79745
CLK1	2q33.1	1195
CLK2	1q22	1196
CLK2P1	7p15.3	1197
CLK3	15q24.1	1198
CLK3P1	9p22.1	646505
CLK3P2	1q44	100128834
CLK4	5q35.3	57396
CLLU1	12q22	574028
CLLU1-AS1	12q22	574016
CLM	7q31-q32	
CLMAT3	5q33.1	101927096
CLMN	14q32.13	79789
CLMP	11q24.1	79827
CLN3	16p12.1	1201
CLN4	reserved	
CLN5	13q22.3	1203
CLN6	15q23	54982
CLN7	reserved	
CLN8	8p23.3	2055
CLN8-AS1	8p23.3	101927752
CLN9	reserved	
CLNK	4p16.1	116449
CLNS1A	11q14.1	1207
CLNS1AP1	6p12.1	1204
CLOCK	4q12	9575
CLP1	11q12.1	10978
CLPA		
CLPB	11q13.4	81570
CLPP	19p13.3	8192
CLPS	6p21.31	1208
CLPSL1	6p21.31	340204
CLPSL2	6p21.31	389383
CLPTM1	19q13.32	1209
CLPTM1L	5p15.33	81037
CLPTM1LP1	1q31.1	
CLPX	15q22.31	10845
CLRN1	3q25.1	7401
CLRN1-AS1	3q25.1	116933
CLRN2	4p15.32	645104
CLRN3	10q26.2	119467
CLS	Xp22.2-p22.1	
CLSPN	1p34.3	63967
CLSTN1	1p36.22	22883
CLSTN2	3q23	64084
CLSTN2-AS1	3q23	101927808
CLSTN3	12p13.31	9746
CLTA	9p13.3	1211
CLTB	5q35.2	1212
CLTC	17q23.1	1213
CLTC-IT1	17q23.1	
CLTCL1	22q11.21	8218
CLTCL2		
CLTRN	Xp22.2	57393
CLU	8p21.1	1191
CLUAP1	16p13.3	23059
CLUH	17p13.3	23277
CLUHP1	Yq11.222	100418708
CLUHP2	Yq11.222	100418709
CLUHP3	16p11.2	100132341
CLUHP4	4q35.2	100418711
CLUHP5	10q26.3	100418745
CLUHP6	18q12.1	100418754
CLUHP7	7q11.21	100418719
CLUHP8	12q12	100418733
CLUHP9	13q12.12	100418742
CLUHP10	3p12.3	107161230
CLUHP11	16p11.2	100418756
CLUL1	18p11.32	27098
CLVS1	8q12.2-q12.3	157807
CLVS2	6q22.31	134829
CLXN	8q11.21	79645
CLYBL	13q32.3	171425
CLYBL-AS1	13q32.3	101927465
CLYBL-AS2	13q32.3	100874063
CLYBL-AS3	13q32.3	101927437
CLYBL-IT1	13q32.3	
CMA1	14q12	1215
CMAHP	6p22.3	8418
CMAR	16q24.3	
CMAS	12p12.1	55907
CMBL	5p15.2	134147
CMC1	3p24.1	152100
CMC2	16q23.2	56942
CMC4	Xq28	100272147
CMD1		
CMD1A	1p1-q1	
CMD1B	9q13-q22	
CMD1C	10q21-q23	
CMD1D	1q32	
CMD1E	3p25-p22	
CMD1F	6q23	
CMD1G	2q31	
CMD1H	2q14-q22	
CMD1J	6q23-q24	
CMD1K	6q12-q16	
CMD1Q	7q22.3-q31.1	
CMD2A	reserved	
CMD3A		
CMDJ	5p15.2-p14.1	
CMH1		
CMH2	1q32	
CMH3	15q2	
CMH4		
CMIP	16q23.2-q23.3	80790
CMK		
CMKAR1		
CMKBR9		
CMKBRL1		
CMKLR1	12q23.3	1240
CMKLR2	2q33.3	2825
CMKLR2-AS	2q33.3	101669764
CMKRL1		
CMKRL2		
CMM	1p36	
CMOAT		
CMPK1	1p33	51727
CMPK1P1	6p21.31	100652794
CMPK1P2	16q24.3	100130664
CMPK2	2p25.2	129607
CMR1A	reserved	
CMR2A	reserved	
CMR3A	X	
CMSS1	3q12.1	84319
CMT1A	17p13.1-q12	
CMT1B		
CMT2A	1p	
CMT2B	3q13-q22	
CMT2D	7p14	
CMT4A	8q	
CMT4B		
CMTM1	16q21	113540
CMTM2	16q21	146225
CMTM3	16q22.1	123920
CMTM4	16q22.1-q22.3	146223
CMTM5	14q11.2	116173
CMTM6	3p22.3	54918
CMTM7	3p22.3	112616
CMTM8	3p22.3	152189
CMTR1	6p21.2	23070
CMTR2	16q22.2	55783
CMTX1		
CMTX2	Xp22	
CMTX3	X	
CMYA2	1q21	
CMYA5	5q14.1	202333
CNA1	12q	
CNA2		
CNBD1	8q21.3	168975
CNBD2	20q11.23	140894
CNBP	3q21.3	7555
CNC2	2p16	
CNCA1		
CNCA2		
CNCG1		
CNCG2		
CNCG3		
CNCG3L		
CNDP1	18q22.3	84735
CNDP2	18q22.3	55748
CNEP1R1	16q12.1	255919
CNEP1R1P1	Xq22.2	100130176
CNFN	19q13.2	84518
CNGA1	4p12	1259
CNGA2	Xq28	1260
CNGA3	2q11.2	1261
CNGA4	11p15.4	1262
CNGB1	16q21	1258
CNGB3	8q21.3	54714
CNIH1	14q22.2	10175
CNIH2	11q13.2	254263
CNIH3	1q42.12	149111
CNIH3-AS1	1q42.12	105373106
CNIH3-AS2	1q42.12	102723817
CNIH4	1q42.11	29097
CNKSR1	1p36.11	10256
CNKSR2	Xp22.12	22866
CNKSR3	6q25.2	154043
CNMD	13q14.3	11061
CNN1	19p13.2	1264
CNN2	19p13.3	1265
CNN2P1	22q12.2	646467
CNN2P2	9p11.2	642888
CNN2P3	9q13	392343
CNN2P4	9p11.1	647507
CNN2P5	9q13	
CNN2P6	3p23	339897
CNN2P7	21q11.2	391266
CNN2P8	2q11.1	205272
CNN2P9	6q21	441166
CNN2P10	1q24.1	646693
CNN2P11	2q11.1	100689296
CNN2P12	13q11	100131550
CNN3	1p21.3	1266
CNN3-DT	1p21.3	729970
CNN3P1	6p25.1	643875
CNNM1	10q24.2	26507
CNNM2	10q24.32	54805
CNNM3	2q11.2	26505
CNNM3-DT	2q11.2	100506036
CNNM4	2q11.2	26504
CNOT1	16q21	23019
CNOT2	12q15	4848
CNOT3	19q13.42	4849
CNOT4	7q33	4850
CNOT4P1	13q12.11	100874389
CNOT5	reserved	
CNOT6	5q35.3	57472
CNOT6L	4q21.1	246175
CNOT6LP1	15q21.3	729530
CNOT7	8p22	29883
CNOT7P1	Xq13.1	100421338
CNOT7P2	1p13.1	100132332
CNOT8	5q33.2	9337
CNOT9	2q35	9125
CNOT10	3p22.3	25904
CNOT10-AS1	3p22.3	
CNOT11	2q11.2	55571
CNP	17q21.2	1267
CNPPD1	2q35	27013
CNPY1	7q36.3	285888
CNPY2	12q13.3	10330
CNPY2-AS1	12q13.3	112268098
CNPY3	6p21.1	10695
CNPY4	7q22.1	245812
CNR1	6q15	1268
CNR2	1p36.11	1269
CNRIP1	2p14	25927
CNRS1		
CNRS2	reserved	
CNRS4	reserved	
CNRS5	reserved	
CNRS6	reserved	
CNRS7	reserved	
CNRS8	reserved	
CNST	1q44	163882
CNTD1	17q21.2-q21.31	124817
CNTF	11q12.1	1270
CNTFR	9p13.3	1271
CNTFR-AS1	9p13.3	415056
CNTLN	9p22.2	54875
CNTN1	12q12	1272
CNTN2	1q32.1	6900
CNTN3	3p12.3	5067
CNTN4	3p26.3-p26.2	152330
CNTN4-AS1	3p26.2	
CNTN4-AS2	3p26.3	
CNTN5	11q22.1	53942
CNTN6	3p26.3	27255
CNTNAP1	17q21.2	8506
CNTNAP2	7q35-q36.1	26047
CNTNAP2-AS1	7q35	101928700
CNTNAP3	9p12	79937
CNTNAP3B	9p11.2	728577
CNTNAP3C	9q12	100289279
CNTNAP3P1	9q13	100420787
CNTNAP3P2	9q21.11	643827
CNTNAP3P3	9p12	106660623
CNTNAP3P4	9q12	107403150
CNTNAP3P5	9q13	100420786
CNTNAP3P6	9p12	100420776
CNTNAP3P7	9p11.1	100420777
CNTNAP3P8	9p11.1	100420785
CNTNAP3P9	9q21.11	107403148
CNTNAP4	16q23.1	85445
CNTNAP5	2q14.3	129684
CNTNAP5-DT	2q14.3	107985820
CNTRL	9q33.2	11064
CNTROB	17p13.1	116840
CO	7p	
COA1	7p13	55744
COA1P1	22q13.2	692246
COA3	17q21.2	28958
COA4	11q13.4	51287
COA5	2q11.2	493753
COA6	1q42.2	388753
COA6-AS1	1q42.2	101927765
COA7	1p32.3	65260
COA8	14q32.33	84334
COASY	17q21.2	80347
COBL	7p12.1	23242
COBLL1	2q24.3	22837
COBLP1	Xq24	392529
COCA1		
COCA2		
COCH	14q12	1690
COD1	Xp11.4	
COD2	Xq27	
COG1	17q25.1	9382
COG2	1q42.2	22796
COG3	13q14.13	83548
COG4	16q22.1	25839
COG5	7q22.3	10466
COG6	13q14.11	57511
COG7	16p12.2	91949
COG8	16q22.1	84342
COIL	17q22	8161
COILP1	14q21.1	317784
COILP2	4q28.1	494447
COL1A1	17q21.33	1277
COL1A2	7q21.3	1278
COL1A2-AS1	7q21.3	101927525
COL1AR	15	1279
COL2A1	12q13.11	1280
COL3A1	2q32.2	1281
COL4A1	13q34	1282
COL4A2	13q34	1284
COL4A2-AS1	13q34	
COL4A2-AS2	13q34	100129836
COL4A3	2q36.3	1285
COL4A4	2q36.3	1286
COL4A5	Xq22.3	1287
COL4A6	Xq22.3	1288
COL5A1	9q34.3	1289
COL5A1-AS1	9q34.3	
COL5A2	2q32.2	1290
COL5A3	19p13.2	50509
COL6A1	21q22.3	1291
COL6A2	21q22.3	1292
COL6A2-DT	21q22.3	
COL6A3	2q37.3	1293
COL6A4P1	3p25.1	344875
COL6A4P2	3q22.1	646300
COL6A5	3q22.1	256076
COL6A6	3q22.1	131873
COL7A1	3p21.31	1294
COL8A1	3q12.1	1295
COL8A2	1p34.3	1296
COL9A1	6q13	1297
COL9A2	1p34.2	1298
COL9A3	20q13.33	1299
COL10A1	6q22.1	1300
COL11A1	1p21.1	1301
COL11A2	6p21.32	1302
COL11A2P1	6p21.32	394214
COL12A1	6q13-q14.1	1303
COL12A1L	6	
COL13A1	10q22.1	1305
COL14A1	8q24.12	7373
COL15A1	9q22.33	1306
COL16A1	1p35.2	1307
COL17A1	10q25.1	1308
COL18A1	21q22.3	80781
COL18A1-AS1	21q22.3	378832
COL18A1-AS2	21q22.3	
COL19A1	6q13	1310
COL20A1	20q13.33	57642
COL21A1	6p12.1	81578
COL22A1	8q24.23-q24.3	169044
COL23A1	5q35.3	91522
COL24A1	1p22.3	255631
COL25A1	4q25	84570
COL25A1-DT	4q25	645078
COL26A1	7q22.1	136227
COL27A1	9q32	85301
COL28A1	7p21.3	340267
COLCA1	11q23.1	399948
COLEC10	8q24.12	10584
COLEC11	2p25.3	78989
COLEC12	18p11.32	81035
COLGALT1	19p13.11	79709
COLGALT2	1q25.3	23127
COLL6		
COLOT1	21q22.3	
COLQ	3p25.1	8292
COMETT	7q31.2	100996266
COMMD1	2p15	150684
COMMD2	3q25.1	51122
COMMD3	10p12.2	23412
COMMD3-BMI1	10p12.2	100532731
COMMD4	15q24.2	54939
COMMD4P1	15q24.3	440292
COMMD4P2	15q24.1	732265
COMMD5	8q24.3	28991
COMMD5P1	4q12	101928879
COMMD6	13q22.2	170622
COMMD7	20q11.21	149951
COMMD8	4p12	54951
COMMD9	11p13	29099
COMMD10	5q23.1	51397
COMP	19p13.11	1311
COMT	22q11.21	1312
COMTD1	10q22.2	118881
COP	reserved	
COP1	1q25.1-q25.2	64326
COP1-DT	1q25.2	
COP1P1	18p11.23	729391
COPA	1q23.2	1314
COPB1	11p15.2	1315
COPB2	3q23	9276
COPB2-DT	3q23	100507291
COPD	reserved	
COPDA1	14q32.33	
COPE	19p13.11	11316
COPG1	3q21.3	22820
COPG2	7q32.2	26958
COPG2IT1	7q32.2	53844
COPRS	17q11.2	55352
COPRSP1	2q22.1	100420772
COPS2	15q21.1	9318
COPS3	17p11.2	8533
COPS3P1	4q35.2	100652955
COPS4	4q21.22	51138
COPS5	8q13.1	10987
COPS5P1	6q16.1	135270
COPS5P2	12q24.31	112268476
COPS6	7q22.1	10980
COPS7A	12p13.31	50813
COPS7B	2q37.1	64708
COPS8	2q37.3	10920
COPS8-DT	2q37.3	
COPS8P1	Xq21.2	260342
COPS8P2	3p14.1	375350
COPS8P3	11q14.1	
COPS9	2q37.3	150678
COPT1		
COPT2		
COPZ1	12q13.13	22818
COPZ2	17q21.32	51226
COQ2	4q21.23	27235
COQ3	6q16.2	51805
COQ4	9q34.11	51117
COQ5	12q24.31	84274
COQ6	14q24.3	51004
COQ7	16p12.3	10229
COQ7-DT	16p12.3	102723385
COQ8A	1q42.13	56997
COQ8B	19q13.2	79934
COQ9	16q21	57017
COQ10A	12q13.3	93058
COQ10B	2q33.1	80219
COQ10BP1	10p12.1	100421150
COQ10BP2	5q14.2	100421072
CORD1	18q21.1-q21.3	
CORD2		
CORD4	17q	
CORD5	17p13-p12	
CORD6		
CORD7	6q	
CORD8	1q12-q24	
CORD9	8p12-q11	
CORD17	10q26	
CORIN	4p12	10699
CORO1A	16p11.2	11151
CORO1A-AS1	16p11.2	107984834
CORO1B	11q13.2	57175
CORO1C	12q24.11	23603
CORO1CP1	Xq21.1	100420760
CORO2A	9q22.33	7464
CORO2B	15q23	10391
CORO6	17q11.2	84940
CORO7	16p13.3	79585
CORO7-PAM16	16p13.3	100529144
CORS2	11p12-q13.3	
CORT	1p36.22	1325
CORTBP1		
COSMOC	18q12.2	101927809
COT		
COTL1	16q24.1	23406
COTL1P1	17p11.2	27170
COTL1P2	17p11.2	347720
COX4I1	16q24.1	1327
COX4I1P1	14q23.2	122867
COX4I1P2	13q14.13	652170
COX4I2	20q11.21	84701
COX5A	15q24.2	9377
COX5AP1	14q22.3	9385
COX5AP2	14q22.1	319087
COX5B	2q11.2	1329
COX5BP1	4q21.22	1330
COX5BP2	6q23.3	1331
COX5BP3	7q33	1332
COX5BP4	11q14.1	1333
COX5BP5	12q13.12	100288440
COX5BP6	13q32.3	101234262
COX5BP7	22q13.1	1336
COX5BP8	1q25.2	100859925
COX6A1	12q24.31	1337
COX6A1P1	1p31.1	1338
COX6A1P2	6p21.2	285849
COX6A1P3	6q22.31	100287768
COX6A1P4	11q14.1	
COX6A1P5	3q29	
COX6A1P6	7q31.32	
COX6A1P7	7q21.13	
COX6A2	16p11.2	1339
COX6B1	19q13.12	1340
COX6B1P1	7q36.1	140603
COX6B1P2	17q21.32	1342
COX6B1P3	22q13.1	1343
COX6B1P4	8p21.2	100462850
COX6B1P5	4p16.3	100289662
COX6B1P6	8q21.3	100462851
COX6B1P7	1p31.3	100133210
COX6B2	19q13.42	125965
COX6C	8q22.2	1345
COX6CP1	16p13.13	9384
COX6CP2	20q13.13	170504
COX6CP3	18p11.32	100130247
COX6CP4	15q14	100288892
COX6CP5	11p15.4	100862855
COX6CP6	3p13	100289131
COX6CP7	19q13.33	106480265
COX6CP8	8q12.3	106481680
COX6CP9	4q21.1	112340384
COX6CP10	3p22.3	106481681
COX6CP11	14q24.3	106480266
COX6CP12	Xq13.1	106481682
COX6CP13	1p31.3	106480267
COX6CP14	3p21.31	106481683
COX6CP15	10q22.3	106480268
COX6CP16	16q24.1	106481965
COX6CP17	10p14	106480269
COX6CP18	11p15.5	106481684
COX7A1	19q13.12	1346
COX7A2	6q14.1	1347
COX7A2L	2p21	9167
COX7A2P1	14q24.1	319098
COX7A2P2	4q22.3	1348
COX7B	Xq21.1	1349
COX7B2	4p12	170712
COX7BP1	22q12.3	114657
COX7BP2	20q11.23	140692
COX7BP3	1p32.3	100507586
COX7BP4	1p34.1	
