"treatment_name","Yes (p-value)","Filopodia (p-value)","Yes (mean diff)","Filopodia (mean diff)","Yes (combined error)","Filopodia (combined error)"
"FBXO7 (F-box protein 7)",0.00001837108128110998,0.02202166974649744,0.199885717181558,0.11072992526900333,0.19118507176767716,0.11079162949246599
"FBXO8 (F-box protein 8)",0.5776158862294063,0.10432206341258721,-0.027729935178094522,-0.048239588238071285,0.2154108592677141,0.10139951990568363
"FBXO9 (F-box protein 9)",0.8756356536795968,0.0025878101140595078,-0.008975465719295528,-0.057023695088513515,0.22446898409108304,0.08954812205347483
"FBXW10 (F-box and WD repeat domain containing 10)",0.0028481848902290885,0.029504668505155207,-0.1654250739674018,-0.0638082110933525,0.19822668783392214,0.09741642797050452
"FBXW11 (F-box and WD repeat domain containing 11)",0.06507129610667173,0.7732279592512166,0.0373850380998032,-0.006369106141909331,0.19250505659187708,0.09875878494927699
"FBXW12 (F-box and WD repeat domain containing 12)",0.00006754868262626168,0.4630985255562985,0.15329518463693015,0.020868258182823396,0.20242228415680794,0.12257553886545262
"FBXW2 (F-box and WD repeat domain containing 2)",0.000021554301368409412,0.40804611039012206,-0.503550073143687,-0.02760729389967942,0.19673925593252792,0.1099579857796778
"FBXW4 (F-box and WD repeat domain containing 4)",0.022952577604367308,0.07006691802223575,-0.1865139497108695,-0.06582188322606136,0.22247324388011036,0.10595275857234403
"FBXW5 (F-box and WD repeat domain containing 5)",0.7104881147283084,0.02155207708771556,-0.025065418024351915,-0.13335832485391108,0.23594444955290358,0.11947104426438147
"FBXW7 (F-box and WD repeat domain containing 7)",0.07259627443251881,0.6999587505567211,0.08246298928818874,-0.01346474600881925,0.20434526439311562,0.11359160571955211
"FCAR (Fc fragment of IgA receptor)",0.012800019243911276,0.0020182115409637102,0.11457829226421679,-0.10545736847671622,0.2227829691791276,0.11695705671739713
"FCER1A (Fc fragment of IgE receptor Ia)",0.00001324053575424422,0.00039319785163693943,0.23580586751680044,0.1505392379803558,0.19140513612304857,0.09283418766821543
"FCER1G (Fc fragment of IgE receptor Ig)",0.33733034400940376,0.2316601893060568,-0.058752648614083136,-0.0498945607223632,0.22465695620720258,0.11787906933604418
"FCER2 (Fc fragment of IgE receptor II)",0.031540911542422334,0.5992013404378758,-0.16382247014100548,0.011381519839134657,0.22076676130776626,0.09805215406696878
"FCF1 (FCF1 rRNA-processing protein)",0.0393452092616291,0.001931170909445834,0.1172089239279488,0.10150758869232185,0.20865510886160415,0.09297022573919356
"FCGR1A (Fc fragment of IgG receptor Ia)",0.000018781380641597067,0.942602347126203,-0.49307691802223363,-0.0009773845229932299,0.19609713416666774,0.09183084735716673
"FCGR2A (Fc fragment of IgG receptor IIa)",0.06271976966723747,0.0007958633214517619,-0.19077045929296482,-0.07384413117866712,0.35664490541266086,0.10155623976538042
"FCGR2B (Fc fragment of IgG receptor IIb)",0.09126735265866581,0.007417477385930349,-0.10599542020426567,-0.16295302451105076,0.2177606735873137,0.11371413078624651
"FCGR3A (Fc fragment of IgG receptor IIIa)",1.3841372492606752e-10,0.5923166845150498,0.14601718028077593,-0.013802423120980567,0.19759212743608345,0.142932202403093
"FCGR3B (Fc fragment of IgG receptor IIIb)",0.0991610634795046,0.9636260302023971,-0.07993431190457612,-0.002577229341298337,0.20720099253879137,0.14739395324051413
"FCHO1 (FCH and mu domain containing endocytic adaptor 1)",2.81469931806555e-8,0.31673166666259345,0.14039041776046113,0.021087509547057515,0.192087885197364,0.10755418759288504
"FCHO2 (FCH and mu domain containing endocytic adaptor 2)",0.0013374577371121354,0.44397641287816203,-0.15954702035009366,-0.01405973452365561,0.19520892800142847,0.09483862112731285
"FCHSD2 (FCH and double SH3 domains 2)",0.053914234527986826,0.6615400896825316,0.05883678794305469,-0.018505516619607476,0.1981249436843826,0.13085910498841846
"FCMR (Fc fragment of IgM receptor)",0.003266732779126258,0.21508993995077041,0.17357626766016865,-0.03726704522783486,0.19971387621852396,0.10407323989110913
"FCN1 (ficolin 1)",0.0016112682032001224,0.44507235379941923,0.15908266267663995,-0.023118428622425247,0.20011050744600037,0.1108586247621521
"FCRL2 (Fc receptor like 2)",0.17337871545608863,0.19236884970375012,0.03398061549968234,-0.02924588351206764,0.20287166964757827,0.10917701038139978
"FCRL4 (Fc receptor like 4)",0.014209188529044292,0.8383889004757212,0.11960396064767731,0.007087796423042192,0.20040473567716177,0.11368509822799754
"FCRL5 (Fc receptor like 5)",0.0454784459583677,0.21272219804892978,0.0758519803136164,0.0523249740846457,0.19866813232696875,0.11775494171029403
"FCRLA (Fc receptor like A)",0.000009543094868336155,0.010436793586845461,0.21237807140412213,0.09219226574017009,0.19102719724871658,0.09849491075298479
"FCSK (fucose kinase)",0.109022249785381,0.9033792366361988,0.07458971914875145,-0.005497686643698985,0.2536069869808792,0.19304786479968875
"FDCSP (follicular dendritic cell secreted protein)",0.000003453614060067167,0.015389260462634224,0.20848890092826788,0.08159670403769076,0.19067987309783113,0.09831514297944263
"FDFT1 (farnesyl-diphosphate farnesyltransferase 1)",0.000006471494353510465,0.5835081040263261,-0.37708198950908517,-0.011189406797914747,0.28266393621633584,0.11644683904708751
"FDPS (farnesyl diphosphate synthase)",0.00001055618363832167,0.6138994139608107,-0.5140988547795629,0.015953050901950483,0.19511058090190336,0.10901356377921546
"FDX1 (ferredoxin 1)",0.0009490060809309586,0.039383744460100845,0.20231945558964182,-0.05973696228384012,0.19700619259434207,0.09797719940428289
"FDX2 (ferredoxin 2)",0.07805292538172548,0.06904173426118354,-0.0709707714684098,-0.07723445376844756,0.20124188844318652,0.11191830237865504
"FDXACB1 (ferredoxin-fold anticodon binding domain containing 1)",0.9932501593424903,0.2582451835804136,-0.0003041077485049781,0.023654581320064982,0.20399398728715779,0.09610951216202777
"FDXR (ferredoxin reductase)",0.24702792183467448,0.19828368832436083,-0.0405462685231508,-0.025359209087025714,0.20101499913039725,0.09476372466649462
"FECH (ferrochelatase)",0.7739687877592054,0.09607292530081679,-0.01560128589817622,-0.039114623262284653,0.220897619165662,0.09621743988417263
"FEM1C (fem-1 homolog C)",0.022938745916608605,0.30747662621955496,-0.1008774287397618,-0.03410153071425298,0.19986363501267027,0.10900074377677679
"FEN1 (flap structure-specific endonuclease 1)",0.015914145142202907,0.1561184545469636,0.07155825365873125,-0.05479011266070283,0.19389861037263664,0.11208016205226487
"FER (FER tyrosine kinase)",0.000008764005910322226,0.004405899478137076,0.24415952277730557,0.07578153747042188,0.1912752038512575,0.09223847912646572
"FER1L6-AS1 (FER1L6 antisense RNA 1)",0.000358600125288433,0.3941778392931028,0.2014990765072906,-0.025324248374306524,0.1943412775211678,0.10557614476444684
"FERD3L (Fer3 like bHLH transcription factor)",0.22219125353340674,0.7338498092583168,0.05211307274188903,0.02398493113963235,0.20601043174616013,0.1710394522592799
"FERMT1 (fermitin family member 1)",0.005441840675250775,0.0005300355433943693,-0.05797443348055309,-0.10287916539828795,0.19130119242305024,0.09046865632295849
"FERMT2 (fermitin family member 2)",0.028678223985957985,0.007029185355690304,-0.10174228088591963,-0.11213147904536874,0.20153322809525834,0.10037859783008024
"FERMT3 (fermitin family member 3)",0.05323864961161018,0.020680913440000115,-0.05008028724863223,-0.10336971531888,0.1940871038703426,0.1073570055922326
"FES (FES proto-oncogene, tyrosine kinase)",0.00006397160201720986,0.2106503012863088,0.18275711674950457,0.05471324256993393,0.19166765178375436,0.11988887614035464
"FEZ1 (fasciculation and elongation protein zeta 1)",0.010944589746950006,0.002514413823812456,0.11202077138046473,0.07901915070581161,0.19785208128531015,0.09134251123112956
"FEZF2 (FEZ family zinc finger 2)",0.24201055271255467,0.08912810022192463,-0.04957286432915875,-0.046724824988986224,0.20604863709825522,0.09907403545758363
"FFAR1 (free fatty acid receptor 1)",0.033535185318502414,0.07465867413317051,0.09492165716289425,0.10395508452627095,0.20110142235688974,0.13054290450230963
"FFAR2 (free fatty acid receptor 2)",0.04211870360878822,0.0028324586595207535,0.10955162358698978,-0.1253742580438751,0.20710313880939943,0.09745720290230736
"FFAR3 (free fatty acid receptor 3)",0.017489780604527105,0.012262514104940614,-0.0669702258736633,-0.09911187855519271,0.1935905714133063,0.10126117783864778
"FFAR4 (free fatty acid receptor 4)",0.11823332890592608,0.19094923171127665,0.05682972188886071,0.02900703095413698,0.20011991492009917,0.09657599856919083
"FGA (fibrinogen alpha chain)",0.7572208704543302,0.5063799035205383,-0.018660435939814146,-0.019331706762999,0.264828371319071,0.1241483496848125
"FGB (fibrinogen beta chain)",0.001123431315128487,0.19366347916304605,-0.07203515996787702,-0.04321361582241817,0.19090917078751585,0.10705030184533415
"FGD2 (FYVE, RhoGEF and PH domain containing 2)",0.00045813881852696525,0.11864215662755573,-0.14756752774926973,-0.05061528583555469,0.19265385308934563,0.10436398979220059
"FGD4 (FYVE, RhoGEF and PH domain containing 4)",0.5186889987559002,0.09325130516260027,-0.026417433201861962,-0.059886477248879466,0.2071140954486098,0.10655666459024764
"FGD5 (FYVE, RhoGEF and PH domain containing 5)",0.014287561605753396,0.3749727418426625,-0.050959376633585296,-0.032006979422939896,0.19173253585537806,0.11300431028611126
"FGD6 (FYVE, RhoGEF and PH domain containing 6)",0.06165202748594334,0.030075880222285356,-0.13613079294732983,-0.09361636851451305,0.22347580200281922,0.10804705908588255
"FGF1 (fibroblast growth factor 1)",1.5075382653328973e-7,0.0002603939922307674,-0.5446513037362263,-0.16211027564165315,0.1911479991446,0.09254383979417956
"FGF10 (fibroblast growth factor 10)",0.00013053868702717075,0.1704044821580697,0.1779831563591464,-0.018554101910178533,0.19215658438927027,0.09079529145917176
"FGF11 (fibroblast growth factor 11)",0.00031710378672755724,0.28654338959127834,0.24838234438914397,0.0342352583414795,0.1961325784802899,0.10726303279779491
"FGF12 (fibroblast growth factor 12)",0.07223891934936,0.5042751371231655,-0.06903673536961397,0.018650540256645087,0.20001981767726457,0.10420716716637225
"FGF13 (fibroblast growth factor 13)",0.0006344712530292895,0.17775292896843387,0.13363331170093828,-0.026678662211669757,0.19254369919430322,0.09465703183942664
"FGF14 (fibroblast growth factor 14)",0.00032481179664500814,0.0027617551122374184,0.17683348426324508,0.06729790871803992,0.1932181997799278,0.09044082432739739
"FGF17 (fibroblast growth factor 17)",0.00023036953522082015,0.7677824537480624,0.09862125561983293,0.009423543519003708,0.190849469109454,0.1098423830215708
"FGF19 (fibroblast growth factor 19)",0.0003109385388122554,0.9655983817033926,-0.19186747040585217,0.0014215790316438048,0.193693105529208,0.11143506729204768
"FGF22 (fibroblast growth factor 22)",0.000013361973912440206,0.8841448004405588,0.1947960819789919,-0.004055351807729035,0.19099834768342,0.10502936149579548
"FGF6 (fibroblast growth factor 6)",0.0009892874406518537,0.0018213389269803315,0.17167453590819648,-0.13274480659099736,0.19518181674017906,0.09638986349556965
"FGF7 (fibroblast growth factor 7)",0.0008078331531484739,0.48514018807900827,-0.07963318010432374,-0.01637977984035066,0.19096713028685078,0.09946590106229714
"FGF9 (fibroblast growth factor 9)",0.21897087238724677,0.3184886622797696,0.044216138844174635,0.015899757556752547,0.20133974699975413,0.09272573674190591
"FGFBP1 (fibroblast growth factor binding protein 1)",0.0002393170690584423,0.12687405698082022,-0.14649725642851202,-0.02734051464917764,0.2056596492212433,0.10127615985087621
"FGFBP2 (fibroblast growth factor binding protein 2)",0.981904322350897,0.8863163928157354,0.0014328390815914194,-0.006071489313792089,0.23137409909741452,0.12475834157791836
"FGFR1 (fibroblast growth factor receptor 1)",7.787209610476964e-7,0.01824059763737229,0.2488414599076545,0.17528028215542563,0.19055142092424934,0.1341052909820711
"FGFR1OP (FGFR1 oncogene partner)",0.00015168087314743062,0.16405003686715358,0.1452180670151264,0.05947121031568514,0.19155613163144214,0.1171923948073304
"FGFR1OP2 (FGFR1 oncogene partner 2)",0.00009339815380693395,0.39744799916018003,0.14869278721141332,0.02326167429754239,0.1913205337317962,0.103156672989274
"FGFR2 (fibroblast growth factor receptor 2)",0.004255664717895069,0.02677512285432626,0.1445808501802951,0.05142760174522998,0.22470033967249103,0.10680851800732417
"FGFR3 (fibroblast growth factor receptor 3)",0.000003103318150454726,0.738602436150154,0.2270906812466612,0.01800926490917404,0.19076393372633713,0.14244231944599378
"FGFRL1 (fibroblast growth factor receptor like 1)",0.016096703920065014,0.2655534444382557,0.09891653375395715,0.028154245826721824,0.2390809323634292,0.13068918202907653
"FGG (fibrinogen gamma chain)",0.07688033130715466,0.8015383320393781,0.04628610828711721,0.008031891328663832,0.19459260420998736,0.10996021582230121
"FGGY (FGGY carbohydrate kinase domain containing)",0.018954644045281466,0.5527258840007843,0.08100788409322301,0.009324451642894083,0.22330081712656547,0.10546172986082021
"FGL1 (fibrinogen like 1)",0.4473446243763808,0.9878905422757533,-0.025394730434516344,-0.0004992736645582085,0.20116053701722983,0.11135472428203275
"FGL2 (fibrinogen like 2)",0.0806293389061441,0.9239016391025034,0.07858362955344778,-0.0016347175123310187,0.20905808647591415,0.09595104085999548
"FGR (FGR proto-oncogene, Src family tyrosine kinase)",0.013732415615973048,0.24631111912859982,0.1480651367162984,0.02936119202998899,0.24384755896005328,0.11496906178274391
"FH (fumarate hydratase)",0.00033653841645198135,0.0014986195314963258,0.1640501945246482,0.09892047677879406,0.19282764296917523,0.09208031383537038
"FHIT (fragile histidine triad diadenosine triphosphatase)",0.00006973477477090206,0.11752236931760218,-0.5013172135143021,0.03927097824949499,0.20144793602715141,0.0978599252242108
"FHL1 (four and a half LIM domains 1)",0.939835325083594,0.23734553678239978,-0.0018964651257402654,-0.06349312974607202,0.19670212310377294,0.13446820772688312
"FHL3 (four and a half LIM domains 3)",0.0278229701096957,0.5383041020443793,0.11155607443309479,0.02051953853958849,0.23248837459208618,0.13378358300516774
"FHL5 (four and a half LIM domains 5)",0.5134675642304201,0.00039319461224707197,-0.016379757528355965,0.1870406111893837,0.19628252240948288,0.09555894080687725
